발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,발생지,사고피해정도,사고차량타입,도시여부,주말/공휴일,인구수,발생지번호
2016-07-15,주간,금,1,3,2,0,0,충남,서천군,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승합차,없음,126.7106,36.0649,충남서천군,1,승합차없음,0,0,0,10
2016-06-11,주간,토,2,4,2,0,0,경기,화성시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,126.9864,37.2258,경기화성시,1,승용차승용차,0,1,0,50
2016-06-23,야간,목,1,3,2,0,0,강원,평창군,차대차,추돌,과속,단일로,기타단일로,승용차,농기계,128.3101,37.434,강원평창군,1,승용차농기계,0,0,0,24
2016-06-23,야간,목,1,5,2,2,0,대전,중구,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,127.4483,36.3059,대전중구,1,승용차자전거,0,0,0,39
2016-07-14,주간,목,1,4,2,1,0,전북,익산시,차대차,추돌,안전거리 미확보,단일로,기타단일로,승용차,승용차,126.9865,36.1279,전북익산시,1,승용차승용차,0,0,0,125
2016-06-10,야간,금,3,5,1,1,0,인천,서구,차대차,기타,과속,교차로,교차로부근,승용차,승용차,126.632,37.5392,인천서구,1,승용차승용차,0,0,0,97
2016-08-03,야간,수,1,4,3,0,0,경기,용인시,차대차,추돌,안전운전 의무 불이행,기타,기타,화물차,화물차,127.2324,37.2319,경기용인시,1,화물차화물차,0,0,0,51
2016-08-07,주간,일,1,4,0,3,0,울산,울주군,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,129.1269,35.5641,울산울주군,1,화물차보행자,0,1,0,17
2016-08-19,야간,금,1,4,3,0,0,인천,옹진군,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,124.7097,37.8364,인천옹진군,1,승용차없음,0,0,0,186
2016-04-07,주간,목,1,5,4,0,0,경북,군위군,차대차,측면직각충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,128.657,36.0766,경북군위군,1,승용차승용차,0,0,0,170
2016-05-03,야간,화,2,3,1,0,0,인천,강화군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,126.463,37.7779,인천강화군,1,화물차농기계,0,0,0,92
2016-04-10,주간,일,2,4,1,1,0,전남,영암군,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,126.4374,34.7655,전남영암군,1,승용차승용차,0,1,0,16
2016-07-21,주간,목,1,3,2,0,0,경기,성남시,차대차,기타,기타(운전자법규위반),단일로,기타단일로,승용차,화물차,127.1424,37.444,경기성남시,1,승용차화물차,0,0,0,95
2016-10-29,야간,토,2,3,1,0,0,전북,고창군,차대사람,횡단중,과속,단일로,기타단일로,승용차,보행자,126.7578,35.5493,전북고창군,1,승용차보행자,0,1,0,219
2016-05-05,주간,목,1,4,3,0,0,대구,수성구,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,128.6244,35.8398,대구수성구,1,승용차승용차,0,1,0,37
2016-04-16,주간,토,1,3,2,0,0,부산,북구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,129.0341,35.2097,부산북구,1,승용차없음,0,1,0,118
2016-04-24,야간,일,1,5,2,2,0,충남,서산시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.4359,36.7694,충남서산시,1,승용차승용차,0,1,0,69
2016-04-19,야간,화,2,5,2,1,0,경기,포천시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,127.2122,37.8824,경기포천시,1,승용차화물차,0,0,0,171
2016-08-08,야간,월,2,3,1,0,0,전남,보성군,차량단독,공작물충돌,과속,단일로,기타단일로,승용차,없음,127.3267,34.8312,전남보성군,1,승용차없음,0,0,0,122
2016-08-10,야간,수,1,4,1,2,0,충남,예산군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,126.8427,36.6741,충남예산군,1,화물차농기계,0,0,0,187
2016-04-15,주간,금,1,4,1,2,0,서울,성북구,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,특수차,보행자,127.0054,37.5892,서울성북구,1,특수차보행자,0,0,0,167
2016-04-12,야간,화,1,4,3,0,0,부산,사하구,차대차,측면직각충돌,신호위반,기타,기타,승용차,승용차,128.9558,35.0966,부산사하구,1,승용차승용차,0,0,0,25
2016-07-04,야간,월,4,4,0,0,0,강원,정선군,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.69,37.3022,강원정선군,1,승용차없음,0,0,0,198
2016-11-19,야간,토,2,3,1,0,0,대전,유성구,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.3839,36.4243,대전유성구,1,승용차승용차,0,1,0,148
2016-10-28,야간,금,1,3,2,0,0,경북,포항시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,129.3585,36.0539,경북포항시,1,승용차승합차,0,0,0,160
2016-04-13,주간,수,1,3,2,0,0,전남,보성군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,127.3568,34.8289,전남보성군,1,화물차승용차,0,1,0,122
2016-04-27,주간,수,1,4,0,3,0,경기,동두천시,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,127.0589,37.8925,경기동두천시,1,화물차보행자,0,0,0,94
2016-04-22,주간,금,1,6,3,2,0,충남,서산시,차대차,정면충돌,신호위반,교차로,교차로내,승용차,승합차,126.4595,36.8415,충남서산시,1,승용차승합차,0,0,0,69
2016-02-07,야간,일,1,4,1,2,0,경기,용인시,차대사람,길가장자리구역통행중,과속,단일로,기타단일로,승용차,보행자,127.0694,37.268,경기용인시,1,승용차보행자,0,1,0,51
2016-05-15,주간,일,1,6,4,1,0,전남,영암군,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,126.4177,34.7577,전남영암군,1,승용차승용차,0,1,0,16
2016-09-06,주간,화,1,6,0,5,0,서울,금천구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,126.921,37.4508,서울금천구,1,승용차승합차,0,0,0,109
2016-07-23,야간,토,1,4,1,2,0,강원,춘천시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.7147,37.8465,강원춘천시,1,승용차승용차,0,1,0,111
2016-04-22,주간,금,1,4,2,1,0,충북,옥천군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,127.7338,36.2745,충북옥천군,1,화물차화물차,0,0,0,142
2016-08-22,주간,월,2,3,1,0,0,경남,산청군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,특수차,128.0124,35.3382,경남산청군,1,승용차특수차,0,0,0,224
2016-04-30,야간,토,1,5,2,2,0,경기,양평군,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,127.5651,37.4798,경기양평군,1,화물차없음,0,1,0,48
2016-06-05,주간,일,1,4,3,0,0,경북,상주시,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,128.0802,36.2825,경북상주시,1,승용차없음,0,1,0,58
2016-06-01,주간,수,1,5,3,1,0,경기,양평군,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,127.458,37.5794,경기양평군,1,승용차승용차,0,0,0,48
2016-05-20,주간,금,1,4,0,3,0,광주,광산구,차대차,측면직각충돌,안전운전 의무 불이행,기타,고가도로위,화물차,승용차,126.8007,35.1598,광주광산구,1,화물차승용차,0,0,0,135
2016-06-18,주간,토,1,5,0,3,1,경기,용인시,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,127.1057,37.2829,경기용인시,1,승용차승용차,0,1,0,51
2016-07-02,주간,토,1,3,2,0,0,강원,원주시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,127.8919,37.4165,강원원주시,1,화물차화물차,0,1,0,36
2016-06-08,주간,수,1,3,2,0,0,경북,의성군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,건설기계,128.4559,36.3724,경북의성군,1,승용차건설기계,0,0,0,105
2016-07-25,주간,월,2,5,2,1,0,충남,서천군,차대차,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,126.6827,36.0837,충남서천군,1,승용차승용차,0,0,0,10
2016-04-25,야간,월,1,4,2,1,0,충남,천안시,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.1276,36.8041,충남천안시,1,승용차보행자,0,0,0,63
2016-04-22,주간,금,1,6,5,0,0,충남,서천군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.7693,36.0366,충남서천군,1,승용차승용차,0,0,0,10
2016-05-08,야간,일,1,3,2,0,0,충남,예산군,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.6514,36.7379,충남예산군,1,승용차없음,0,1,0,187
2016-05-13,야간,금,1,6,4,1,0,경북,포항시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,129.3661,36.0109,경북포항시,1,승용차승용차,0,0,0,160
2016-05-31,주간,화,1,5,0,4,0,경북,울진군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,특수차,129.4439,36.7106,경북울진군,1,승합차특수차,0,0,0,208
2016-05-10,주간,화,1,4,1,2,0,전북,완주군,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,127.125,35.9269,전북완주군,1,승용차승용차,0,0,0,28
2016-07-17,주간,일,2,5,0,3,0,강원,삼척시,차대차,측면직각충돌,교차로 통행방법 위반,교차로,교차로내,승용차,건설기계,129.1555,37.4622,강원삼척시,1,승용차건설기계,0,1,0,78
2016-06-19,야간,일,3,4,1,0,0,대구,수성구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,128.6421,35.8454,대구수성구,1,승용차화물차,0,1,0,37
2016-11-23,주간,수,2,3,0,1,0,제주,서귀포시,차대차,추돌,안전거리 미확보,단일로,기타단일로,승용차,농기계,126.8557,33.3498,제주서귀포시,1,승용차농기계,0,0,0,62
2016-04-28,야간,목,1,3,2,0,0,경기,시흥시,차대차,정면충돌,신호위반,교차로,교차로내,승용차,승용차,126.731,37.3502,경기시흥시,1,승용차승용차,0,0,0,73
2016-04-17,야간,일,1,3,2,0,0,경기,남양주시,차대차,정면충돌,중앙선 침범,기타,기타,승용차,승용차,127.1995,37.6727,경기남양주시,1,승용차승용차,0,1,0,70
2016-05-30,주간,월,1,6,5,0,0,전북,고창군,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,126.5412,35.4552,전북고창군,1,승용차승용차,0,0,0,219
2016-05-30,주간,월,1,6,1,4,0,경남,함양군,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,화물차,승합차,127.7892,35.5811,경남함양군,1,화물차승합차,0,0,0,108
2016-05-15,주간,일,2,3,1,0,0,서울,성북구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,127.0437,37.6185,서울성북구,1,이륜차화물차,0,1,0,167
2016-06-10,야간,금,1,4,2,1,0,강원,속초시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,128.5786,38.1925,강원속초시,1,화물차승용차,0,0,0,104
2016-08-28,야간,일,1,3,2,0,0,부산,진구,차대차,정면충돌,중앙선 침범,기타,고가도로위,화물차,승용차,129.0531,35.1701,부산진구,1,화물차승용차,0,1,0,231
2016-09-09,주간,금,1,6,1,2,2,서울,중구,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,126.9849,37.5643,서울중구,1,화물차보행자,0,0,0,8
2016-07-21,야간,목,1,3,2,0,0,대구,중구,차대차,측면직각충돌,중앙선 침범,교차로,교차로내,이륜차,화물차,128.5877,35.8739,대구중구,1,이륜차화물차,0,0,0,178
2016-05-19,야간,목,1,7,0,6,0,경기,안산시,차대차,추돌,신호위반,교차로,교차로내,승용차,이륜차,126.859,37.3318,경기안산시,1,승용차이륜차,0,0,0,2
2016-05-12,야간,목,1,3,2,0,0,부산,금정구,차대사람,기타,기타(운전자법규위반),단일로,기타단일로,승용차,보행자,129.0858,35.2744,부산금정구,1,승용차보행자,0,0,0,96
2016-05-24,주간,화,2,4,0,2,0,경기,시흥시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승합차,승용차,126.8047,37.4143,경기시흥시,1,승합차승용차,0,0,0,73
2016-05-29,야간,일,1,4,2,1,0,경남,진주시,차대차,측면직각충돌,과속,단일로,기타단일로,승용차,화물차,128.0883,35.3111,경남진주시,1,승용차화물차,0,1,0,42
2016-06-04,주간,토,1,3,2,0,0,강원,양양군,차대차,정면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,128.6891,38.0348,강원양양군,1,승용차승용차,0,1,0,164
2016-08-05,야간,금,1,4,2,1,0,전남,목포시,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,126.359,34.7549,전남목포시,1,승용차승용차,0,0,0,153
2016-08-18,야간,목,1,5,0,3,1,대구,수성구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,128.6321,35.8253,대구수성구,1,승용차승용차,0,0,0,37
2016-09-08,주간,목,1,4,3,0,0,대전,동구,차대차,측면직각충돌,신호위반,교차로,교차로부근,승용차,승용차,127.4762,36.3316,대전동구,1,승용차승용차,0,0,0,80
2016-09-14,야간,수,2,4,0,2,0,경북,영덕군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,129.416,36.6302,경북영덕군,1,이륜차승용차,0,1,0,54
2016-07-26,주간,화,1,3,2,0,0,인천,강화군,차대차,측면직각충돌,신호위반,교차로,교차로내,화물차,승합차,126.5233,37.6292,인천강화군,1,화물차승합차,0,0,0,92
2016-08-13,주간,토,1,6,3,2,0,충북,단양군,차대차,측면직각충돌,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,승용차,128.3372,36.9911,충북단양군,1,화물차승용차,0,1,0,204
2016-05-20,주간,금,1,5,0,4,0,전남,해남군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,126.6491,34.5735,전남해남군,1,이륜차승용차,0,0,0,119
2016-05-07,주간,토,1,5,0,4,0,강원,원주시,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,127.916,37.3145,강원원주시,1,승용차승용차,0,1,0,36
2016-05-26,야간,목,1,3,2,0,0,인천,옹진군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.4736,37.2526,인천옹진군,1,승용차승용차,0,0,0,186
2016-07-03,주간,일,2,4,2,0,0,경기,포천시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.3846,38.0326,경기포천시,1,승용차승용차,0,1,0,171
2016-09-12,주간,월,2,3,1,0,0,경북,경주시,차대차,기타,중앙선 침범,교차로,교차로부근,승용차,화물차,129.1962,35.8447,경북경주시,1,승용차화물차,0,0,0,100
2016-08-04,주간,목,1,6,4,1,0,경기,용인시,차대사람,기타,기타(운전자법규위반),단일로,기타단일로,승합차,보행자,127.1336,37.3318,경기용인시,1,승합차보행자,0,0,0,51
2016-11-12,야간,토,1,3,2,0,0,대구,달서구,차대차,측면직각충돌,신호위반,교차로,교차로내,이륜차,승용차,128.567,35.8471,대구달서구,1,이륜차승용차,0,1,0,20
2016-11-21,야간,월,2,3,1,0,0,경기,포천시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,건설기계,127.3051,37.9543,경기포천시,1,화물차건설기계,0,0,0,171
2016-06-07,주간,화,1,6,2,3,0,강원,횡성군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,128.0529,37.587,강원횡성군,1,승용차승합차,0,0,0,31
2016-07-01,야간,금,1,5,3,0,1,경기,용인시,차대사람,기타,과속,교차로,교차로부근,승용차,보행자,127.2084,37.2378,경기용인시,1,승용차보행자,0,0,0,51
2016-06-12,주간,일,1,7,2,2,2,서울,영등포구,차대차,측면직각충돌,신호위반,단일로,기타단일로,승용차,승용차,126.9335,37.5202,서울영등포구,1,승용차승용차,0,1,0,150
2016-06-24,주간,금,1,7,4,1,1,부산,사하구,차대차,기타,중앙선 침범,교차로,교차로부근,특수차,화물차,128.9866,35.0859,부산사하구,1,특수차화물차,0,0,0,25
2016-08-21,야간,일,2,3,1,0,0,대구,달성군,차대차,추돌,과속,단일로,기타단일로,이륜차,원동기장치자전거,128.4274,35.7315,대구달성군,1,이륜차원동기장치자전거,0,1,0,30
2016-06-11,주간,토,1,4,3,0,0,경기,고양시,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.8672,37.6736,경기고양시,1,승용차보행자,0,1,0,40
2016-06-30,야간,목,1,6,5,0,0,광주,광산구,차대차,정면충돌,과속,교차로,교차로내,승용차,승용차,126.7951,35.1802,광주광산구,1,승용차승용차,0,0,0,135
2016-07-17,주간,일,2,5,1,2,0,경기,고양시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,126.8578,37.5793,경기고양시,1,승용차승용차,0,1,0,40
2016-07-10,야간,일,1,4,0,3,0,인천,연수구,차대차,추돌,중앙선 침범,기타,고가도로위,이륜차,승용차,126.6772,37.4164,인천연수구,1,이륜차승용차,0,1,0,35
2016-02-29,주간,월,1,3,2,0,0,대구,중구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,128.5922,35.8665,대구중구,1,승용차승용차,0,0,0,178
2016-02-27,주간,토,1,4,2,1,0,충북,괴산군,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.972,36.759,충북괴산군,1,승용차없음,0,1,0,179
2016-02-16,주간,화,1,5,2,2,0,전남,장성군,차대차,측면직각충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.6458,35.277,전남장성군,1,승용차승용차,0,0,0,146
2016-03-01,주간,화,1,3,2,0,0,경북,봉화군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,128.9827,36.9899,경북봉화군,1,승용차화물차,0,1,0,149
2016-02-13,주간,토,1,3,2,0,0,경북,청도군,차대차,측면직각충돌,중앙선 침범,단일로,기타단일로,승합차,승용차,128.5799,35.6253,경북청도군,1,승합차승용차,0,1,0,3
2016-02-20,야간,토,1,3,2,0,0,강원,춘천시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.7857,37.7553,강원춘천시,1,승용차없음,0,1,0,111
2016-03-02,주간,수,1,6,1,3,1,서울,강남구,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,127.0727,37.4914,서울강남구,1,승용차승용차,0,0,0,89
2016-02-12,야간,금,1,4,0,3,0,전북,고창군,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,126.7109,35.4348,전북고창군,1,승용차승용차,0,0,0,219
2016-02-10,야간,수,1,4,3,0,0,서울,광진구,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,127.0765,37.5643,서울광진구,1,승용차승용차,0,0,0,183
2016-01-04,야간,월,3,3,0,0,0,인천,서구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.6484,37.5547,인천서구,1,승용차없음,0,0,0,97
2016-05-08,주간,일,1,4,1,1,1,경기,평택시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,126.9849,37.0355,경기평택시,1,승용차승합차,0,1,0,14
2016-02-03,주간,수,1,5,2,2,0,경기,고양시,차대차,측면직각충돌,신호위반,교차로,교차로내,승합차,승용차,126.7907,37.6532,경기고양시,1,승합차승용차,0,0,0,40
2016-02-10,주간,수,1,4,0,3,0,충남,예산군,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,126.8505,36.7238,충남예산군,1,승용차승용차,0,0,0,187
2016-09-21,야간,수,1,3,2,0,0,전북,김제시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.8406,35.8408,전북김제시,1,승용차없음,0,0,0,34
2016-02-27,주간,토,1,6,1,4,0,경기,이천시,차대차,측면직각충돌,과속,단일로,기타단일로,승용차,승합차,127.3877,37.2804,경기이천시,1,승용차승합차,0,1,0,41
2016-02-07,야간,일,1,8,0,7,0,인천,연수구,차대차,추돌,안전운전 의무 불이행,단일로,교량위,승용차,승용차,126.5473,37.4261,인천연수구,1,승용차승용차,0,1,0,35
2016-01-11,주간,월,1,7,0,6,0,전남,무안군,차대차,추돌,안전운전 의무 불이행,단일로,터널안,승합차,승용차,126.4991,34.9059,전남무안군,1,승합차승용차,0,0,0,101
2016-11-12,야간,토,2,5,2,1,0,충남,천안시,차대차,기타,신호위반,기타,기타,화물차,화물차,127.1791,36.8493,충남천안시,1,화물차화물차,0,1,0,63
2016-10-05,야간,수,1,5,1,3,0,경기,성남시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.1255,37.4273,경기성남시,1,화물차승용차,0,0,0,95
2016-06-03,주간,금,1,4,1,2,0,대구,북구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,128.5775,35.9083,대구북구,1,화물차화물차,0,0,0,112
2016-06-30,야간,목,2,4,1,1,0,경기,평택시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,126.8476,36.9546,경기평택시,1,화물차화물차,0,0,0,14
2016-06-02,주간,목,1,5,0,4,0,인천,남구,차대차,추돌,안전운전 의무 불이행,기타,기타,화물차,화물차,126.6531,37.4369,인천남동구,1,화물차화물차,0,0,0,29
2016-05-12,야간,목,1,5,0,4,0,충북,충주시,차대차,정면충돌,안전운전 의무 불이행,단일로,터널안,화물차,화물차,127.8553,36.9366,충북충주시,1,화물차화물차,0,0,0,6
2016-01-02,주간,토,1,3,2,0,0,충남,논산시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.2196,36.2109,충남논산시,1,승용차없음,0,1,0,61
2016-01-17,야간,일,1,3,2,0,0,충북,보은군,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,127.787,36.511,충북보은군,1,승용차화물차,0,1,0,32
2016-05-22,주간,일,1,5,3,1,0,경기,안양시,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,126.8977,37.4236,경기안양시,1,승합차보행자,0,1,0,151
2016-01-07,주간,목,1,3,2,0,0,강원,춘천시,차대차,측면직각충돌,중앙선 침범,단일로,교량위,승용차,화물차,127.6699,37.963,강원춘천시,1,승용차화물차,0,0,0,111
2016-01-30,주간,토,1,4,2,1,0,전남,나주시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,126.6981,35.025,전남나주시,1,승용차화물차,0,1,0,33
2016-01-31,야간,일,1,3,2,0,0,전북,정읍시,차량단독,도로이탈,과속,단일로,기타단일로,승용차,없음,126.8769,35.5853,전북정읍시,1,승용차없음,0,1,0,12
2016-01-31,주간,일,1,5,2,2,0,경북,칠곡군,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.3937,35.9833,경북칠곡군,1,승용차없음,0,1,0,21
2016-02-07,주간,일,1,3,2,0,0,경남,고성군,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,128.2472,34.9865,경남고성군,1,승용차없음,0,1,0,87
2016-05-20,주간,금,1,4,1,2,0,경기,광주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.3187,37.3586,경기광주시,1,화물차승용차,0,0,0,9
2016-01-18,주간,월,1,7,1,5,0,경남,밀양시,차대차,측면직각충돌,안전거리 미확보,단일로,교량위,화물차,승용차,128.7754,35.4796,경남밀양시,1,화물차승용차,0,0,0,177
2016-02-22,야간,월,1,4,3,0,0,강원,평창군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,128.5317,37.6452,강원평창군,1,승용차승용차,0,0,0,24
2016-09-12,야간,월,2,4,2,0,0,경기,광주시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.2981,37.4249,경기광주시,1,승용차승용차,0,0,0,9
2016-04-20,야간,수,1,3,2,0,0,전남,장성군,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.8137,35.3441,전남장성군,1,승용차없음,0,0,0,146
2016-01-05,야간,화,1,4,3,0,0,경기,고양시,차대차,측면직각충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.8788,37.6317,경기고양시,1,승용차승용차,0,0,0,40
2016-01-19,야간,화,1,3,2,0,0,충남,당진시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,126.6824,36.9442,충남당진시,1,화물차승용차,0,0,0,46
2016-09-08,주간,목,1,4,0,3,0,경북,구미시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,128.3579,36.1188,경북구미시,1,화물차화물차,0,0,0,144
2016-01-31,주간,일,1,3,2,0,0,경북,경주시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,129.2208,35.9878,경북경주시,1,승합차승용차,0,1,0,100
2016-02-26,야간,금,1,8,1,5,1,충남,서천군,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,126.6002,36.1702,충남서천군,1,승용차화물차,0,0,0,10
2016-05-07,주간,토,1,4,2,1,0,경남,김해시,차대차,기타,과속,단일로,기타단일로,화물차,승용차,128.9822,35.2661,경남김해시,1,화물차승용차,0,1,0,13
2016-01-30,야간,토,1,6,5,0,0,서울,영등포구,차대차,측면직각충돌,과속,단일로,기타단일로,승용차,화물차,126.8881,37.5423,서울영등포구,1,승용차화물차,0,1,0,150
2016-12-09,주간,금,2,4,2,0,0,충남,보령시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,126.5875,36.452,충남보령시,1,승용차화물차,0,0,0,136
2016-10-27,야간,목,2,3,0,1,0,경남,김해시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,128.8012,35.2205,경남김해시,1,화물차화물차,0,0,0,13
2016-01-22,주간,금,1,4,3,0,0,전남,진도군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.2717,34.4686,전남진도군,1,승용차승용차,0,0,0,71
2016-01-30,주간,토,1,4,2,1,0,충북,옥천군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.5189,36.3472,충북옥천군,1,화물차승용차,0,1,0,142
2016-02-23,야간,화,3,3,0,0,0,전북,전주시,차대차,측면직각충돌,기타(운전자법규위반),단일로,기타단일로,화물차,승용차,127.1921,35.8232,전북전주시,1,화물차승용차,0,0,0,11
2016-01-30,주간,토,2,3,0,1,0,충북,충주시,차대차,추돌,안전거리 미확보,기타,기타,화물차,화물차,127.7197,37.0878,충북충주시,1,화물차화물차,0,1,0,6
2016-01-12,야간,화,1,6,2,3,0,경남,창원시(통합),차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,128.5869,35.2123,경남창원시(통합),1,승용차이륜차,0,0,0,86
2016-01-12,야간,화,1,4,3,0,0,전남,광양시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,승합차,127.5826,34.9769,전남광양시,1,원동기장치자전거승합차,0,0,0,130
2016-01-15,야간,금,2,3,1,0,0,경기,고양시,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,126.8435,37.6096,경기고양시,1,승용차승용차,0,0,0,40
