발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,발생지,사고피해정도,사고차량타입,도시여부,주말/공휴일,인구수,발생지번호,보행자의위치,무단횡단여부
2019-07-30,0,1,1,1,0,0,0,인천,중구,1,6,0,0,0,0,1,126.4837,37.4447,인천중구,0,승용차없음,0,0,0,72,0,0
2019-07-30,0,1,1,1,0,0,0,전북,장수군,1,11,0,0,0,2,1,127.5081,35.542,전북장수군,0,승합차없음,0,0,0,155,0,0
2019-07-31,1,2,1,1,0,0,0,강원,속초시,1,8,0,0,0,0,5,128.5905,38.2211,강원속초시,0,승용차자전거,0,0,0,104,0,0
2019-07-31,1,2,1,1,0,0,0,경기,파주시,1,6,0,0,0,1,1,126.7971,37.7797,경기파주시,0,화물차없음,0,0,0,175,0,0
2019-07-31,1,2,1,1,0,0,0,부산,해운대구,1,8,0,0,0,2,4,129.1931,35.1784,부산해운대구,0,승합차이륜차,0,0,0,1,0,0
2019-07-31,1,2,1,3,0,1,0,광주,광산구,1,8,3,0,0,4,2,126.7879,35.1318,광주광산구,0,이륜차승용차,0,0,0,135,0,0
2019-07-31,1,2,1,1,0,0,0,충남,부여군,1,11,0,0,0,3,1,126.9873,36.2959,충남부여군,0,건설기계없음,0,0,0,129,0,0
2019-07-31,1,2,1,1,0,0,0,경남,함안군,1,5,0,1,2,4,3,128.3192,35.2498,경남함안군,0,이륜차화물차,0,0,0,117,0,0
2019-07-31,0,2,1,3,0,1,0,경북,경산시,1,8,6,1,1,6,2,128.7886,35.7987,경북경산시,0,원동기장치자전거승용차,0,0,0,52,0,0
2019-08-01,0,3,2,5,1,0,1,충남,서산시,1,5,2,0,0,0,3,126.414,36.9652,충남서산시,1,승용차화물차,0,0,0,69,0,0
2019-08-01,0,3,1,5,2,0,0,충북,청주시,1,1,6,1,1,6,2,127.426,36.6271,충북청주시,1,원동기장치자전거승용차,0,0,0,83,0,0
2019-08-01,1,3,1,3,0,1,0,충남,보령시,1,5,0,0,0,1,2,126.5861,36.504,충남보령시,0,화물차승용차,0,0,0,136,0,0
2019-08-01,1,3,1,3,0,1,0,대전,중구,1,8,0,0,0,7,2,127.4461,36.3076,대전중구,0,자전거승용차,0,0,0,39,0,0
2019-08-01,1,3,1,3,1,0,0,전북,김제시,1,5,0,2,4,1,4,126.9941,35.7295,전북김제시,0,화물차이륜차,0,0,0,34,0,0
2019-08-01,1,3,1,1,0,0,0,서울,금천구,1,1,0,1,1,7,2,126.896,37.4681,서울금천구,0,자전거승용차,0,0,0,109,0,0
2019-08-02,0,4,1,3,0,1,0,충북,보은군,1,5,0,0,0,1,3,127.6045,36.4907,충북보은군,0,화물차화물차,0,0,0,32,0,0
2019-08-02,1,4,1,1,0,0,0,대구,서구,1,8,0,0,0,3,5,128.5394,35.8787,대구서구,0,건설기계자전거,0,0,0,107,0,0
2019-08-02,0,4,1,1,0,0,0,전남,나주시,1,8,0,0,0,1,4,126.7194,35.0466,전남나주시,0,화물차이륜차,0,0,0,33,0,0
2019-08-03,0,5,2,4,1,0,0,강원,철원군,1,6,0,1,1,1,1,127.3538,38.2495,강원철원군,1,화물차없음,0,1,0,184,0,0
2019-08-03,0,5,1,1,0,0,0,경기,부천시,1,1,0,0,0,1,1,126.8073,37.5383,경기부천시,0,화물차없음,0,1,0,65,0,0
2019-08-03,1,5,1,1,0,0,0,경북,경주시,1,6,0,0,0,0,1,129.2048,35.7887,경북경주시,0,승용차없음,0,1,0,100,0,0
2019-08-03,1,5,1,50,4,18,5,경기,광주시,1,5,0,0,0,2,2,127.2726,37.447,경기광주시,2,승합차승용차,0,1,0,9,0,0
2019-08-03,1,5,1,1,0,0,0,경기,오산시,1,8,6,1,1,3,4,127.0607,37.1751,경기오산시,0,건설기계이륜차,0,1,0,143,0,0
2019-08-03,1,5,1,1,0,0,0,경북,안동시,1,11,0,1,2,4,1,128.7135,36.5209,경북안동시,0,이륜차없음,0,1,0,66,0,0
2019-08-03,0,5,1,1,0,0,0,강원,원주시,1,9,5,0,0,8,3,127.7988,37.2702,강원원주시,0,기타화물차,0,1,0,36,0,0
2019-08-04,1,6,1,1,0,0,0,경기,양평군,1,6,0,0,0,7,1,127.4257,37.5932,경기양평군,0,자전거없음,0,1,0,48,0,0
2019-08-04,1,6,1,1,0,0,0,경남,창원시(통합),1,5,6,1,1,0,4,128.7013,35.3668,경남창원시(통합),0,승용차이륜차,0,1,0,86,0,0
2019-08-04,1,6,1,2,0,0,1,부산,기장군,1,6,0,1,1,0,1,129.1789,35.2754,부산기장군,0,승용차없음,0,1,0,85,0,0
2019-08-04,1,6,1,1,0,0,0,전북,익산시,1,6,0,0,0,4,1,127.0868,36.0492,전북익산시,0,이륜차없음,0,1,0,125,0,0
2019-08-04,0,6,1,3,0,1,0,인천,미추홀구,1,5,0,0,0,0,9,126.6468,37.4445,인천미추홀구,0,승용차건설기계,0,1,0,123,0,0
2019-08-05,0,0,1,3,1,0,0,대전,서구,1,1,0,0,0,1,1,127.3478,36.3279,대전서구,0,화물차없음,0,0,0,4,0,0
2019-08-05,1,0,1,3,0,1,0,경기,성남시,1,1,0,1,1,6,3,127.1272,37.4422,경기성남시,0,원동기장치자전거화물차,0,0,0,95,0,0
2019-08-05,1,0,2,2,0,0,0,전남,무안군,1,8,2,1,1,0,8,126.5139,34.8921,전남무안군,0,승용차농기계,0,0,0,101,0,0
2019-08-05,1,0,2,6,2,0,0,대구,동구,1,9,5,0,0,0,2,128.7246,35.96,대구동구,1,승용차승용차,0,0,0,26,0,0
2019-08-05,0,0,1,2,0,0,1,부산,북구,1,8,0,1,1,0,4,129.0072,35.2296,부산북구,0,승용차이륜차,0,0,0,118,0,0
2019-08-05,0,0,1,6,1,1,1,경기,안산시,1,8,2,1,1,1,2,126.7643,37.327,경기안산시,1,화물차승용차,0,0,0,2,0,0
2019-08-05,0,0,3,5,1,0,0,전남,순천시,1,8,0,0,0,0,2,127.5643,34.9301,전남순천시,1,승용차승용차,0,0,0,27,0,0
2019-08-06,1,1,1,1,0,0,0,경기,이천시,1,6,0,0,0,0,1,127.4867,37.3349,경기이천시,0,승용차없음,0,0,0,41,0,0
2019-08-06,0,1,1,1,0,0,0,충북,충주시,1,1,6,1,1,1,7,127.9344,36.9823,충북충주시,0,화물차원동기장치자전거,0,0,0,6,0,0
2019-08-07,0,2,1,1,0,0,0,전남,나주시,1,1,0,0,0,7,1,126.7119,35.0314,전남나주시,0,자전거없음,0,0,0,33,0,0
2019-08-07,0,2,1,9,1,3,0,대구,수성구,1,9,5,0,0,0,2,128.6353,35.8721,대구수성구,1,승용차승용차,0,0,0,37,0,0
2019-08-07,1,2,1,11,0,5,0,경남,창원시(통합),1,5,0,0,0,1,3,128.6302,35.2781,경남창원시(통합),1,화물차화물차,0,0,0,86,0,0
2019-08-07,1,2,1,7,1,2,0,전북,김제시,1,8,6,1,1,4,2,126.9165,35.8264,전북김제시,1,이륜차승용차,0,0,0,34,0,0
2019-08-07,0,2,1,1,0,0,0,서울,강북구,1,9,0,0,0,7,3,127.0289,37.641,서울강북구,0,자전거화물차,0,0,0,200,0,0
2019-08-07,0,2,1,1,0,0,0,경북,경주시,1,1,0,0,0,0,1,129.3898,35.8932,경북경주시,0,승용차없음,0,0,0,100,0,0
2019-08-08,1,3,1,1,0,0,0,충북,음성군,1,11,0,0,0,0,1,127.618,36.9945,충북음성군,0,승용차없음,0,0,0,110,0,0
2019-08-08,0,3,1,1,0,0,0,전북,전주시,1,8,0,1,1,0,11,127.1757,35.8294,전북전주시,0,승용차특수차,0,0,0,11,0,0
2019-08-08,0,3,1,1,0,0,0,전북,전주시,1,8,6,1,1,4,2,127.1234,35.812,전북전주시,0,이륜차승용차,0,0,0,11,0,0
2019-08-09,0,4,1,1,0,0,0,인천,남동구,1,6,0,2,4,4,1,126.7117,37.4782,인천남동구,0,이륜차없음,0,0,0,29,0,0
2019-08-09,0,4,2,4,1,0,0,전북,전주시,1,8,0,1,2,1,2,127.0857,35.7958,전북전주시,1,화물차승용차,0,0,0,11,0,0
2019-08-09,1,4,1,1,0,0,0,충남,서산시,1,8,6,1,1,5,2,126.3982,36.9904,충남서산시,0,특수차승용차,0,0,0,69,0,0
2019-08-09,1,4,1,1,0,0,0,대구,달서구,1,1,3,0,0,7,2,128.5072,35.841,대구달서구,0,자전거승용차,0,0,0,20,0,0
2019-08-09,1,4,1,1,0,0,0,전남,영광군,1,8,0,1,1,0,7,126.4999,35.2817,전남영광군,0,승용차원동기장치자전거,0,0,0,127,0,0
2019-08-09,1,4,1,9,0,4,0,경남,김해시,1,1,6,1,1,4,3,128.8702,35.234,경남김해시,1,이륜차화물차,0,0,0,13,0,0
2019-08-09,1,4,1,1,0,0,0,경북,상주시,1,8,2,1,1,0,4,128.1364,36.3489,경북상주시,0,승용차이륜차,0,0,0,58,0,0
2019-08-09,1,4,1,1,0,0,0,경북,구미시,1,8,7,1,1,0,4,128.4709,36.1964,경북구미시,0,승용차이륜차,0,0,0,144,0,0
2019-08-09,0,4,1,1,0,0,0,전북,전주시,1,8,7,1,1,4,3,127.1115,35.7854,전북전주시,0,이륜차화물차,0,0,0,11,0,0
2019-08-09,0,4,1,3,0,1,0,경기,김포시,1,8,6,1,1,0,4,126.5634,37.7058,경기김포시,0,승용차이륜차,0,0,0,47,0,0
2019-08-10,0,5,1,1,0,0,0,경기,평택시,1,8,6,1,1,7,6,127.0529,36.948,경기평택시,0,자전거승합차,0,1,0,14,0,0
2019-08-10,1,5,1,7,0,3,0,경기,이천시,1,5,3,0,0,1,2,127.3976,37.272,경기이천시,1,화물차승용차,0,1,0,41,0,0
2019-08-10,0,5,1,1,0,0,0,경기,안산시,1,6,0,1,2,4,1,126.867,37.3033,경기안산시,0,이륜차없음,0,1,0,2,0,0
2019-08-12,0,0,1,3,0,1,0,경북,영주시,1,8,0,0,0,4,3,128.6558,36.9765,경북영주시,0,이륜차화물차,0,0,0,113,0,0
2019-08-12,1,0,1,3,0,1,0,충남,홍성군,1,5,0,1,2,1,3,126.6251,36.5268,충남홍성군,0,화물차화물차,0,0,0,38,0,0
2019-08-12,1,0,1,3,0,1,0,경기,평택시,1,5,0,0,0,1,3,126.9718,37.0314,경기평택시,0,화물차화물차,0,0,0,14,0,0
2019-08-12,1,0,1,1,0,0,0,충남,청양군,1,11,0,0,0,1,1,126.8495,36.398,충남청양군,0,화물차없음,0,0,0,174,0,0
2019-08-12,0,0,1,1,0,0,0,경기,고양시,1,8,0,1,1,2,4,126.8843,37.6601,경기고양시,0,승합차이륜차,0,0,0,40,0,0
2019-08-13,1,1,1,3,1,0,0,충북,괴산군,1,6,0,0,0,0,1,127.7986,36.6876,충북괴산군,0,승용차없음,0,0,0,179,0,0
2019-08-13,1,1,1,1,0,0,0,서울,구로구,1,1,3,1,2,2,5,126.8893,37.4954,서울구로구,0,승합차자전거,0,0,0,79,0,0
2019-08-13,1,1,1,5,0,2,0,전북,순창군,1,9,5,1,2,0,4,127.1938,35.3936,전북순창군,0,승용차이륜차,0,0,0,131,0,0
2019-08-13,1,1,1,1,0,0,0,경북,문경시,1,1,0,2,4,8,1,128.2576,36.6285,경북문경시,0,기타없음,0,0,0,74,0,0
2019-08-13,1,1,1,1,0,0,0,광주,광산구,1,8,6,1,1,2,4,126.7717,35.1162,광주광산구,0,승합차이륜차,0,0,0,135,0,0
2019-08-13,0,1,1,1,0,0,0,경북,안동시,1,8,0,0,0,0,4,128.5708,36.5817,경북안동시,0,승용차이륜차,0,0,0,66,0,0
2019-08-14,0,2,1,5,1,1,0,강원,원주시,1,5,0,0,0,0,3,127.7789,37.2814,강원원주시,0,승용차화물차,0,0,0,36,0,0
2019-08-14,1,2,1,1,0,0,0,경남,남해군,1,11,0,0,0,1,1,127.838,34.8743,경남남해군,0,화물차없음,0,0,0,197,0,0
2019-08-14,1,2,1,1,0,0,0,충남,서산시,1,6,0,0,0,4,1,126.3921,36.7089,충남서산시,0,이륜차없음,0,0,0,69,0,0
2019-08-14,1,2,1,3,1,0,0,경기,이천시,1,1,0,1,1,0,4,127.4734,37.1766,경기이천시,0,승용차이륜차,0,0,0,41,0,0
2019-08-14,0,2,1,1,0,0,0,경북,고령군,1,8,7,1,1,4,2,128.2708,35.7306,경북고령군,0,이륜차승용차,0,0,0,220,0,0
2019-08-15,0,3,1,1,0,0,0,경기,부천시,1,8,0,1,3,7,2,126.7603,37.5114,경기부천시,0,자전거승용차,0,1,0,65,0,0
2019-08-15,1,3,1,1,0,0,0,전남,나주시,1,12,0,1,2,6,1,126.7754,34.9528,전남나주시,0,원동기장치자전거없음,0,1,0,33,0,0
2019-08-15,1,3,1,1,0,0,0,경남,창원시(통합),1,12,0,0,0,4,1,128.6269,35.2021,경남창원시(통합),0,이륜차없음,0,1,0,86,0,0
2019-08-15,1,3,1,1,0,0,0,강원,삼척시,1,1,0,0,0,0,1,129.0906,37.35,강원삼척시,0,승용차없음,0,1,0,78,0,0
2019-08-15,1,3,1,1,0,0,0,전북,익산시,1,6,0,0,0,0,1,127.083,36.0654,전북익산시,0,승용차없음,0,1,0,125,0,0
2019-08-15,1,3,1,7,3,0,0,경기,포천시,1,8,0,1,1,0,2,127.3001,37.9415,경기포천시,1,승용차승용차,0,1,0,171,0,0
2019-08-15,1,3,1,3,1,0,0,경북,영천시,1,8,5,0,0,1,3,128.8879,36.0192,경북영천시,0,화물차화물차,0,1,0,5,0,0
2019-08-15,0,3,1,3,0,1,0,경북,의성군,1,5,3,0,0,0,4,128.5002,36.3296,경북의성군,0,승용차이륜차,0,1,0,105,0,0
2019-08-16,0,4,1,9,2,2,0,인천,서구,1,6,0,1,2,0,1,126.6628,37.5303,인천서구,1,승용차없음,0,0,0,97,0,0
2019-08-16,1,4,1,1,0,0,0,전북,군산시,1,5,2,0,0,1,4,126.7461,35.9623,전북군산시,0,화물차이륜차,0,0,0,166,0,0
2019-08-16,1,4,1,3,0,1,0,대구,북구,1,5,0,0,0,1,2,128.5263,35.8926,대구북구,0,화물차승용차,0,0,0,112,0,0
2019-08-17,1,5,1,1,0,0,0,전북,고창군,1,5,2,0,0,0,7,126.5718,35.3168,전북고창군,0,승용차원동기장치자전거,0,1,0,219,0,0
2019-08-17,1,5,1,1,0,0,0,전남,여수시,1,8,0,0,0,8,3,127.7413,34.7289,전남여수시,0,기타화물차,0,1,0,102,0,0
2019-08-17,1,5,1,3,0,1,0,경남,함안군,1,1,0,0,0,1,1,128.3398,35.2924,경남함안군,0,화물차없음,0,1,0,117,0,0
2019-08-17,1,5,1,1,0,0,0,전북,김제시,1,9,0,2,4,1,4,126.9459,35.7949,전북김제시,0,화물차이륜차,0,1,0,34,0,0
2019-08-17,1,5,2,4,1,0,0,충북,단양군,1,8,0,1,1,0,9,128.3097,37.0263,충북단양군,1,승용차건설기계,0,1,0,204,0,0
2019-08-17,0,5,1,1,0,0,0,서울,강동구,1,8,6,1,1,4,2,127.1661,37.5626,서울강동구,0,이륜차승용차,0,1,0,91,0,0
2019-08-17,0,5,1,1,0,0,0,경남,함안군,1,5,0,1,1,4,2,128.519,35.3089,경남함안군,0,이륜차승용차,0,1,0,117,0,0
2019-08-18,1,6,1,1,0,0,0,강원,인제군,1,6,0,0,0,4,1,128.1424,38.0339,강원인제군,0,이륜차없음,0,1,0,124,0,0
2019-08-18,1,6,1,1,0,0,0,경남,하동군,1,8,3,0,0,0,4,127.8957,35.1167,경남하동군,0,승용차이륜차,0,1,0,172,0,0
2019-08-19,1,0,1,2,0,0,1,충남,아산시,1,5,0,0,0,1,3,126.9069,36.889,충남아산시,0,화물차화물차,0,0,0,53,0,0
2019-08-19,1,0,1,1,0,0,0,제주,서귀포시,1,1,0,1,1,4,1,126.2543,33.2221,제주서귀포시,0,이륜차없음,0,0,0,62,0,0
2019-08-19,1,0,1,3,1,0,0,전남,담양군,1,9,5,0,0,0,2,126.9797,35.2997,전남담양군,0,승용차승용차,0,0,0,181,0,0
2019-08-19,0,0,1,3,0,1,0,충남,아산시,1,8,6,1,1,4,2,127.0536,36.7888,충남아산시,0,이륜차승용차,0,0,0,53,0,0
2019-08-19,0,0,1,3,1,0,0,경북,김천시,1,5,3,0,0,1,3,128.1826,36.1407,경북김천시,0,화물차화물차,0,0,0,76,0,0
2019-08-20,0,1,1,1,0,0,0,서울,송파구,1,8,0,0,0,1,2,127.1437,37.5163,서울송파구,0,화물차승용차,0,0,0,156,0,0
2019-08-20,1,1,1,1,0,0,0,전북,전주시,1,8,7,1,1,5,4,127.087,35.852,전북전주시,0,특수차이륜차,0,0,0,11,0,0
2019-08-20,1,1,1,1,0,0,0,경북,봉화군,1,8,5,0,0,1,4,128.7394,36.9295,경북봉화군,0,화물차이륜차,0,0,0,149,0,0
2019-08-20,0,1,1,1,0,0,0,경남,밀양시,1,1,0,0,0,1,3,128.7108,35.3974,경남밀양시,0,화물차화물차,0,0,0,177,0,0
2019-08-21,0,2,1,1,0,0,0,경기,고양시,1,6,0,0,0,0,1,126.8209,37.6105,경기고양시,0,승용차없음,0,0,0,40,0,0
2019-08-21,1,2,1,1,0,0,0,부산,강서구,1,1,0,1,1,3,5,128.9077,35.1187,부산강서구,0,건설기계자전거,0,0,0,206,0,0
2019-08-21,1,2,1,1,0,0,0,전북,진안군,1,1,0,0,0,4,2,127.5678,35.9006,전북진안군,0,이륜차승용차,0,0,0,192,0,0
2019-08-22,0,3,1,1,0,0,0,경북,안동시,1,1,7,1,2,0,2,128.4972,36.5754,경북안동시,0,승용차승용차,0,0,0,66,0,0
2019-08-22,0,3,1,3,0,1,0,경남,창녕군,1,6,2,0,0,1,1,128.3934,35.587,경남창녕군,0,화물차없음,0,0,0,211,0,0
2019-08-22,0,3,1,1,0,0,0,강원,화천군,1,6,0,0,0,4,1,127.751,38.1638,강원화천군,0,이륜차없음,0,0,0,218,0,0
2019-08-22,1,3,1,1,0,0,0,경북,봉화군,1,6,0,0,0,1,1,128.8044,36.9101,경북봉화군,0,화물차없음,0,0,0,149,0,0
2019-08-22,1,3,1,3,0,1,0,경기,이천시,1,8,6,1,1,4,2,127.6147,37.1246,경기이천시,0,이륜차승용차,0,0,0,41,0,0
2019-08-23,0,4,1,1,0,0,0,전남,여수시,1,1,0,2,4,4,1,127.6932,34.7718,전남여수시,0,이륜차없음,0,0,0,102,0,0
2019-08-23,0,4,1,1,0,0,0,경기,성남시,1,6,0,1,1,2,1,127.1041,37.3724,경기성남시,0,승합차없음,0,0,0,95,0,0
2019-08-23,0,4,1,3,1,0,0,충북,진천군,1,5,0,0,0,0,3,127.476,36.8656,충북진천군,0,승용차화물차,0,0,0,60,0,0
2019-08-23,1,4,2,2,0,0,0,충남,당진시,1,1,7,1,1,4,4,126.7773,36.8322,충남당진시,0,이륜차이륜차,0,0,0,46,0,0
2019-08-23,1,4,1,1,0,0,0,전남,순천시,1,8,6,1,1,4,3,127.4879,34.9444,전남순천시,0,이륜차화물차,0,0,0,27,0,0
2019-08-23,1,4,1,1,0,0,0,경북,구미시,1,11,0,0,0,4,1,128.3755,36.1719,경북구미시,0,이륜차없음,0,0,0,144,0,0
2019-08-23,1,4,1,1,0,0,0,광주,남구,1,8,0,1,2,0,4,126.9136,35.1342,광주남구,0,승용차이륜차,0,0,0,190,0,0
2019-08-23,1,4,1,3,1,0,0,전북,무주군,1,12,0,0,0,0,1,127.6991,35.9223,전북무주군,0,승용차없음,0,0,0,182,0,0
2019-08-23,1,4,1,7,3,0,0,전북,순창군,1,1,6,1,1,1,2,127.1104,35.3694,전북순창군,1,화물차승용차,0,0,0,131,0,0
2019-08-23,1,4,1,1,0,0,0,전남,담양군,1,8,0,0,0,5,7,127.0055,35.2962,전남담양군,0,특수차원동기장치자전거,0,0,0,181,0,0
2019-08-24,0,5,1,1,0,0,0,대전,대덕구,1,1,6,1,1,0,12,127.4163,36.3488,대전대덕구,0,승용차기타,0,1,0,77,0,0
2019-08-24,0,5,2,3,0,0,1,인천,미추홀구,1,5,0,0,0,1,3,126.6382,37.4432,인천미추홀구,0,화물차화물차,0,1,0,123,0,0
2019-08-24,1,5,1,1,0,0,0,충북,음성군,1,8,5,0,0,0,4,127.6264,36.9702,충북음성군,0,승용차이륜차,0,1,0,110,0,0
2019-08-24,1,5,1,1,0,0,0,세종,세종시,1,8,0,0,0,4,2,127.2971,36.5866,세종세종시,0,이륜차승용차,0,1,0,202,0,0
2019-08-24,1,5,1,1,0,0,0,전북,김제시,1,11,0,1,1,1,1,126.9949,35.771,전북김제시,0,화물차없음,0,1,0,34,0,0
2019-08-24,1,5,1,1,0,0,0,대전,대덕구,1,1,0,1,2,0,5,127.4379,36.4542,대전대덕구,0,승용차자전거,0,1,0,77,0,0
2019-08-24,1,5,1,7,3,0,0,경남,산청군,1,9,5,0,0,1,2,127.8146,35.2428,경남산청군,1,화물차승용차,0,1,0,224,0,0
2019-08-25,1,6,1,1,0,0,0,서울,중랑구,1,9,5,0,0,3,4,127.0798,37.5849,서울중랑구,0,건설기계이륜차,0,1,0,196,0,0
2019-08-25,1,6,1,1,0,0,0,충남,부여군,1,1,0,2,4,4,1,126.9915,36.2596,충남부여군,0,이륜차없음,0,1,0,129,0,0
2019-08-25,0,6,1,1,0,0,0,충남,아산시,1,12,0,2,4,7,1,127.0991,36.7808,충남아산시,0,자전거없음,0,1,0,53,0,0
2019-08-25,0,6,1,1,0,0,0,부산,강서구,1,8,0,0,0,0,4,128.8961,35.081,부산강서구,0,승용차이륜차,0,1,0,206,0,0
2019-08-25,0,6,1,1,0,0,0,대전,유성구,1,8,6,1,2,0,4,127.3421,36.3544,대전유성구,0,승용차이륜차,0,1,0,148,0,0
2019-08-26,1,0,1,1,0,0,0,울산,남구,1,1,0,0,0,4,1,129.3519,35.537,울산남구,0,이륜차없음,0,0,0,213,0,0
2019-08-26,1,0,1,1,0,0,0,경기,화성시,1,6,0,0,0,4,1,126.8548,37.206,경기화성시,0,이륜차없음,0,0,0,50,0,0
2019-08-26,1,0,1,1,0,0,0,서울,은평구,1,1,0,1,2,7,3,126.9157,37.5994,서울은평구,0,자전거화물차,0,0,0,139,0,0
2019-08-26,1,0,1,11,5,0,0,충남,태안군,1,9,5,2,4,0,2,126.3615,36.4645,충남태안군,1,승용차승용차,0,0,0,169,0,0
2019-08-27,0,1,1,1,0,0,0,서울,동대문구,1,9,6,1,1,0,4,127.0718,37.5723,서울동대문구,0,승용차이륜차,0,0,0,201,0,0
2019-08-27,1,1,1,3,1,0,0,경북,군위군,1,8,0,1,1,0,2,128.6974,36.1732,경북군위군,0,승용차승용차,0,0,0,170,0,0
2019-08-27,1,1,1,1,0,0,0,경기,광주시,1,1,0,0,0,4,1,127.3306,37.3579,경기광주시,0,이륜차없음,0,0,0,9,0,0
2019-08-28,1,2,1,1,0,0,0,전남,무안군,1,11,0,0,0,1,1,126.26,35.0865,전남무안군,0,화물차없음,0,0,0,101,0,0
2019-08-28,1,2,1,3,1,0,0,경북,문경시,1,8,2,1,1,0,2,128.1251,36.6747,경북문경시,0,승용차승용차,0,0,0,74,0,0
2019-08-28,0,2,1,1,0,0,0,전남,무안군,1,9,0,1,2,1,4,126.3332,34.9322,전남무안군,0,화물차이륜차,0,0,0,101,0,0
2019-08-29,1,3,1,1,0,0,0,대전,유성구,1,8,6,1,1,1,5,127.3269,36.3643,대전유성구,0,화물차자전거,0,0,0,148,0,0
2019-08-29,1,3,1,1,0,0,0,경남,거제시,1,6,0,0,0,0,1,128.531,34.9165,경남거제시,0,승용차없음,0,0,0,15,0,0
2019-08-29,1,3,2,6,2,0,0,전남,순천시,1,11,0,0,0,0,1,127.4835,34.8425,전남순천시,1,승용차없음,0,0,0,27,0,0
2019-08-29,1,3,1,1,0,0,0,서울,강동구,1,1,6,1,1,6,2,127.1776,37.566,서울강동구,0,원동기장치자전거승용차,0,0,0,91,0,0
2019-08-29,0,3,1,9,0,4,0,경남,거제시,1,9,5,0,0,1,2,128.495,34.8889,경남거제시,1,화물차승용차,0,0,0,15,0,0
2019-08-30,1,4,1,1,0,0,0,경북,상주시,1,6,0,0,0,4,1,128.2628,36.4247,경북상주시,0,이륜차없음,0,0,0,58,0,0
2019-08-31,1,5,1,1,0,0,0,전남,보성군,1,9,5,0,0,0,4,127.237,34.8813,전남보성군,0,승용차이륜차,0,1,0,122,0,0
2019-08-31,0,5,1,1,0,0,0,충북,옥천군,1,11,0,0,0,1,1,127.8274,36.3588,충북옥천군,0,화물차없음,0,1,0,142,0,0
2019-09-01,0,6,1,3,1,0,0,경남,창원시(통합),1,6,2,0,0,0,1,128.7167,35.1024,경남창원시(통합),0,승용차없음,0,1,0,86,0,0
2019-09-01,1,6,1,7,1,2,0,충북,청주시,1,9,5,0,0,4,2,127.5988,36.6878,충북청주시,1,이륜차승용차,0,1,0,83,0,0
2019-09-01,0,6,1,1,0,0,0,전북,군산시,1,6,0,1,2,1,1,126.6748,35.9623,전북군산시,0,화물차없음,0,1,0,166,0,0
2019-09-02,1,0,1,1,0,0,0,경남,의령군,1,11,0,0,0,8,1,128.268,35.3556,경남의령군,0,기타없음,0,0,0,189,0,0
2019-09-02,1,0,1,1,0,0,0,충북,제천시,1,6,0,1,2,3,1,128.0967,37.194,충북제천시,0,건설기계없음,0,0,0,103,0,0
2019-09-02,1,0,1,3,1,0,0,강원,화천군,1,6,0,0,0,0,1,127.744,38.1581,강원화천군,0,승용차없음,0,0,0,218,0,0
2019-09-02,1,0,1,1,0,0,0,강원,동해시,1,1,0,0,0,0,1,129.0985,37.512,강원동해시,0,승용차없음,0,0,0,210,0,0
2019-09-02,1,0,1,9,0,4,0,충남,예산군,1,1,5,1,2,0,2,126.8513,36.7323,충남예산군,1,승용차승용차,0,0,0,187,0,0
2019-09-02,1,0,1,1,0,0,0,서울,동대문구,1,1,0,1,1,7,1,127.0602,37.5756,서울동대문구,0,자전거없음,0,0,0,201,0,0
2019-09-02,0,0,1,1,0,0,0,충남,태안군,1,6,0,2,4,1,1,126.3493,36.516,충남태안군,0,화물차없음,0,0,0,169,0,0
2019-09-02,0,0,1,1,0,0,0,경기,고양시,1,5,0,0,0,0,12,126.8404,37.7282,경기고양시,0,승용차기타,0,0,0,40,0,0
2019-09-02,0,0,1,3,0,1,0,경기,가평군,1,9,5,1,2,4,2,127.5168,37.8314,경기가평군,0,이륜차승용차,0,0,0,176,0,0
2019-09-03,1,1,1,1,0,0,0,경기,평택시,1,1,0,0,0,1,1,126.9849,37.0248,경기평택시,0,화물차없음,0,0,0,14,0,0
2019-09-03,0,1,1,1,0,0,0,경기,고양시,1,8,6,1,1,0,4,126.805,37.6719,경기고양시,0,승용차이륜차,0,0,0,40,0,0
2019-09-04,0,2,1,1,0,0,0,경북,문경시,1,5,0,0,0,1,3,128.1157,36.6884,경북문경시,0,화물차화물차,0,0,0,74,0,0
2019-09-04,1,2,1,1,0,0,0,전남,여수시,1,6,0,1,1,0,1,127.7605,34.7145,전남여수시,0,승용차없음,0,0,0,102,0,0
2019-09-04,1,2,1,7,0,3,0,제주,제주시,1,5,0,0,0,1,2,126.3379,33.4625,제주제주시,1,화물차승용차,0,0,0,90,0,0
2019-09-04,0,2,1,2,0,0,1,경남,양산시,1,8,6,1,1,0,6,129.1637,35.4022,경남양산시,0,승용차승합차,0,0,0,49,0,0
2019-09-05,1,3,1,1,0,0,0,충북,청주시,1,6,0,0,0,1,1,127.5881,36.6336,충북청주시,0,화물차없음,0,0,0,83,0,0
2019-09-05,1,3,1,3,0,1,0,인천,미추홀구,1,9,5,1,2,0,6,126.6566,37.4388,인천미추홀구,0,승용차승합차,0,0,0,123,0,0
