index,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,발생지,사고피해정도,사고차량타입,도시여부,주말/공휴일,인구수,발생지번호,보행자의위치,무단횡단여부
8713,2017-06-29,0,3,1,1,0,0,0,경기,이천시,0,1,0,0,0,1,0,127.4071,37.3014,경기이천시,0,1,0,0,0,41,1,1
8714,2017-06-29,0,3,1,1,0,0,0,서울,강서구,0,0,0,0,0,0,0,126.8378,37.541,서울강서구,0,0,0,0,0,43,1,1
8717,2017-06-29,1,3,1,3,2,0,0,경남,고성군,0,3,0,0,0,0,0,128.2762,35.138,경남고성군,1,0,0,0,0,87,0,0
8718,2017-06-29,1,3,1,8,0,7,0,경기,안산시,0,0,0,1,3,2,0,126.8682,37.3028,경기안산시,1,2,0,0,0,2,1,1
8720,2017-06-29,1,3,1,1,0,0,0,광주,동구,0,1,0,0,0,1,0,126.9295,35.1595,광주동구,0,1,0,0,0,162,1,1
8722,2017-06-29,0,3,1,1,0,0,0,강원,원주시,0,0,0,0,0,0,0,127.94,37.3719,강원원주시,0,0,0,0,0,36,1,1
8725,2017-06-30,0,4,1,1,0,0,0,부산,중구,0,1,0,0,0,0,0,129.0313,35.1074,부산중구,0,0,0,0,0,228,1,1
8729,2017-06-30,1,4,1,1,0,0,0,경기,용인시,0,0,3,0,0,1,0,127.0988,37.322,경기용인시,0,1,0,0,0,51,1,1
8735,2017-06-30,0,4,1,1,0,0,0,충남,서산시,0,2,0,0,0,0,0,126.3799,36.7841,충남서산시,0,0,0,0,0,69,1,1
8736,2017-06-30,0,4,1,1,0,0,0,경기,성남시,0,0,0,0,0,0,0,127.1341,37.4357,경기성남시,0,0,0,0,0,95,1,1
8737,2017-07-01,0,5,1,1,0,0,0,광주,남구,0,0,0,0,0,0,0,126.9093,35.1451,광주남구,0,0,0,1,0,190,1,1
8742,2017-07-01,0,5,1,1,0,0,0,충남,천안시,0,1,0,0,0,0,0,127.131,36.8928,충남천안시,0,0,0,1,0,63,1,1
8743,2017-07-01,0,5,1,1,0,0,0,경북,의성군,0,1,0,1,1,0,0,128.5755,36.2901,경북의성군,0,0,0,1,0,105,1,1
8744,2017-07-02,0,6,1,1,0,0,0,광주,북구,0,1,0,0,0,0,0,126.8897,35.1846,광주북구,0,0,0,1,0,137,1,1
8751,2017-07-02,1,6,1,1,0,0,0,서울,서초구,0,0,0,0,0,0,0,127.0401,37.4788,서울서초구,0,0,0,1,0,214,1,1
8752,2017-07-03,0,0,1,1,0,0,0,서울,송파구,0,0,0,1,2,2,0,127.127,37.4755,서울송파구,0,2,0,0,0,156,1,1
8756,2017-07-03,1,0,1,1,0,0,0,제주,서귀포시,0,0,4,2,4,0,0,126.2521,33.2229,제주서귀포시,0,0,0,0,0,62,1,1
8759,2017-07-03,1,0,1,1,0,0,0,경기,수원시,0,0,0,0,0,0,0,126.9691,37.2807,경기수원시,0,0,0,0,0,99,1,1
8762,2017-07-03,1,0,1,1,0,0,0,서울,종로구,0,0,0,0,0,1,0,126.9718,37.5782,서울종로구,0,1,0,0,0,116,1,1
8765,2017-07-03,0,0,1,1,0,0,0,경북,청도군,0,3,0,0,0,1,0,128.5772,35.6261,경북청도군,0,1,0,0,0,3,0,0
8770,2017-07-04,1,1,1,1,0,0,0,경기,수원시,0,0,0,1,1,0,0,127.0266,37.2951,경기수원시,0,0,0,0,0,99,1,1
8772,2017-07-04,0,1,1,1,0,0,0,대구,북구,0,0,1,0,0,0,0,128.5487,35.9108,대구북구,0,0,0,0,0,112,1,0
8774,2017-07-05,0,2,1,1,0,0,0,서울,노원구,0,2,0,0,0,0,0,127.0551,37.6544,서울노원구,0,0,0,0,0,18,1,1
8779,2017-07-05,1,2,1,1,0,0,0,경기,포천시,0,0,1,1,1,2,0,127.2004,37.9005,경기포천시,0,2,0,0,0,171,1,0
8782,2017-07-05,1,2,2,12,1,9,0,충북,청주시,0,1,4,1,1,2,0,127.4603,36.635,충북청주시,2,2,0,0,0,83,1,1
8787,2017-07-05,0,2,1,1,0,0,0,울산,울주군,0,0,3,1,2,0,0,129.2497,35.5331,울산울주군,0,0,0,0,0,17,1,1
8788,2017-07-05,0,2,1,1,0,0,0,경기,평택시,0,0,0,0,0,2,0,127.0305,37.1346,경기평택시,0,2,0,0,0,14,1,1
8789,2017-07-05,0,2,1,1,0,0,0,서울,구로구,0,0,0,0,0,1,0,126.8469,37.4975,서울구로구,0,1,0,0,0,79,1,1
8790,2017-07-05,0,2,1,1,0,0,0,경기,남양주시,0,0,0,1,3,0,0,127.1928,37.7273,경기남양주시,0,0,0,0,0,70,1,1
8792,2017-07-05,0,2,1,1,0,0,0,충남,아산시,0,0,0,0,0,0,0,127.0208,36.7724,충남아산시,0,0,0,0,0,53,1,1
8800,2017-07-06,1,3,1,1,0,0,0,경기,군포시,0,0,1,1,3,2,0,126.9419,37.3665,경기군포시,0,2,0,0,0,126,1,0
8801,2017-07-06,0,3,1,1,0,0,0,경기,화성시,0,0,2,0,0,0,0,126.8547,37.2413,경기화성시,0,0,0,0,0,50,1,1
8803,2017-07-06,0,3,1,1,0,0,0,강원,고성군,0,2,0,2,4,0,0,128.4849,38.2082,강원고성군,0,0,0,0,0,217,1,1
8805,2017-07-07,0,4,1,1,0,0,0,경기,포천시,0,0,0,1,1,4,0,127.1458,37.8279,경기포천시,0,4,0,0,0,171,1,1
8806,2017-07-07,0,4,1,1,0,0,0,전남,순천시,0,0,0,1,1,1,0,127.4882,34.9186,전남순천시,0,1,0,0,0,27,1,1
8809,2017-07-07,0,4,1,1,0,0,0,경기,평택시,0,0,0,1,1,2,0,127.1138,37.0149,경기평택시,0,2,0,0,0,14,1,1
8816,2017-07-08,1,5,1,1,0,0,0,경남,사천시,0,1,0,1,1,0,0,128.0797,34.9401,경남사천시,0,0,0,1,0,57,1,1
8818,2017-07-08,1,5,1,1,0,0,0,경기,용인시,0,0,1,1,3,2,0,127.2307,37.2494,경기용인시,0,2,0,1,0,51,1,0
8819,2017-07-08,0,5,1,1,0,0,0,강원,정선군,0,2,0,0,0,0,0,128.7221,37.4724,강원정선군,0,0,0,1,0,198,1,1
8822,2017-07-08,0,5,1,1,0,0,0,대전,동구,0,0,2,0,0,0,0,127.4324,36.3527,대전동구,0,0,0,1,0,80,1,1
8823,2017-07-08,0,5,1,1,0,0,0,경기,수원시,0,0,0,1,1,0,0,127.0272,37.2685,경기수원시,0,0,0,1,0,99,1,1
8830,2017-07-09,1,6,1,1,0,0,0,전남,완도군,0,1,0,0,0,2,0,126.6242,34.2024,전남완도군,0,2,0,1,0,141,1,1
8832,2017-07-10,0,0,1,1,0,0,0,대구,달성군,0,0,0,1,1,1,0,128.4539,35.8628,대구달성군,0,1,0,0,0,30,1,1
8836,2017-07-10,1,0,1,1,0,0,0,전남,영광군,0,1,0,1,1,0,0,126.4386,35.2415,전남영광군,0,0,0,0,0,127,1,1
8847,2017-07-11,1,1,1,1,0,0,0,전북,전주시,0,0,0,1,2,0,0,127.1263,35.7942,전북전주시,0,0,0,0,0,11,1,1
8850,2017-07-11,0,1,1,1,0,0,0,강원,고성군,0,0,0,1,1,1,0,128.5387,38.3038,강원고성군,0,1,0,0,0,217,1,1
8851,2017-07-11,0,1,1,1,0,0,0,경북,고령군,0,2,0,1,1,1,0,128.2516,35.706,경북고령군,0,1,0,0,0,220,1,1
8852,2017-07-11,0,1,1,1,0,0,0,서울,영등포구,0,0,2,0,0,4,0,126.8967,37.5213,서울영등포구,0,4,0,0,0,150,1,1
8853,2017-07-12,0,2,1,1,0,0,0,경기,화성시,0,2,0,0,0,0,0,126.9142,37.1734,경기화성시,0,0,0,0,0,50,1,1
8857,2017-07-12,0,2,1,1,0,0,0,경기,양주시,0,0,0,0,0,1,0,126.9772,37.7401,경기양주시,0,1,0,0,0,59,1,1
8858,2017-07-12,1,2,1,1,0,0,0,서울,강동구,0,2,0,0,0,0,0,127.1217,37.5464,서울강동구,0,0,0,0,0,91,1,1
8859,2017-07-12,1,2,1,1,0,0,0,전북,부안군,0,0,0,1,2,2,0,126.731,35.7265,전북부안군,0,2,0,0,0,185,1,1
8860,2017-07-12,1,2,1,1,0,0,0,경남,통영시,0,0,0,1,3,1,0,128.4243,34.8453,경남통영시,0,1,0,0,0,212,1,1
8863,2017-07-12,1,2,1,1,0,0,0,충남,금산군,0,0,0,1,1,1,0,127.4884,36.093,충남금산군,0,1,0,0,0,68,1,1
8864,2017-07-12,1,2,1,1,0,0,0,충북,청주시,0,0,1,1,3,0,0,127.4308,36.6226,충북청주시,0,0,0,0,0,83,1,0
8866,2017-07-12,0,2,1,1,0,0,0,경기,파주시,0,1,0,0,0,1,0,126.7286,37.8375,경기파주시,0,1,0,0,0,175,1,1
8867,2017-07-12,0,2,1,1,0,0,0,광주,북구,0,0,0,1,3,1,0,126.9322,35.1842,광주북구,0,1,0,0,0,137,1,1
8868,2017-07-12,0,2,1,2,1,0,0,서울,노원구,0,0,0,0,0,0,0,127.0609,37.6738,서울노원구,0,0,0,0,0,18,1,1
8869,2017-07-12,0,2,1,1,0,0,0,경기,성남시,0,0,0,0,0,0,0,127.1261,37.456,경기성남시,0,0,0,0,0,95,1,1
8870,2017-07-12,0,2,1,1,0,0,0,경기,양평군,0,2,0,0,0,1,0,127.54,37.4161,경기양평군,0,1,0,0,0,48,1,1
8871,2017-07-13,0,3,1,1,0,0,0,경기,화성시,0,0,0,0,0,1,0,126.8752,37.2433,경기화성시,0,1,0,0,0,50,1,1
8872,2017-07-13,0,3,1,2,1,0,0,경기,고양시,0,1,0,0,0,0,0,126.8745,37.582,경기고양시,0,0,0,0,0,40,1,1
8875,2017-07-13,1,3,1,1,0,0,0,제주,서귀포시,0,2,0,0,0,0,0,126.9118,33.4522,제주서귀포시,0,0,0,0,0,62,1,1
8876,2017-07-13,1,3,1,4,1,2,0,경기,남양주시,0,0,0,2,4,0,0,127.307,37.6523,경기남양주시,1,0,0,0,0,70,1,1
8881,2017-07-13,0,3,1,1,0,0,0,인천,남동구,0,2,0,0,0,2,0,126.726,37.4509,인천남동구,0,2,0,0,0,29,1,1
8883,2017-07-14,0,4,1,1,0,0,0,경기,부천시,0,0,2,0,0,0,0,126.772,37.5036,경기부천시,0,0,0,0,0,65,1,1
8884,2017-07-14,1,4,1,1,0,0,0,대구,수성구,0,0,1,0,0,3,0,128.6235,35.8376,대구수성구,0,3,0,0,0,37,1,0
8886,2017-07-14,1,4,1,1,0,0,0,전북,익산시,0,0,0,1,3,3,0,126.988,35.9478,전북익산시,0,3,0,0,0,125,1,1
8891,2017-07-14,0,4,1,1,0,0,0,전북,익산시,0,0,0,1,3,1,0,126.9933,35.9602,전북익산시,0,1,0,0,0,125,1,1
8893,2017-07-14,0,4,1,1,0,0,0,서울,강동구,0,0,0,0,0,0,0,127.1203,37.5437,서울강동구,0,0,0,0,0,91,1,1
8896,2017-07-15,1,5,1,1,0,0,0,서울,양천구,0,1,0,1,1,1,0,126.864,37.5437,서울양천구,0,1,0,1,0,140,1,1
8897,2017-07-15,1,5,1,1,0,0,0,경북,예천군,0,1,0,1,2,0,0,128.487,36.6454,경북예천군,0,0,0,1,0,55,1,1
8900,2017-07-15,0,5,1,1,0,0,0,대구,남구,0,0,0,0,0,0,0,128.5983,35.8548,대구남구,0,0,0,1,0,145,1,1
8902,2017-07-15,0,5,1,1,0,0,0,전북,익산시,0,0,0,1,2,2,0,126.959,35.9532,전북익산시,0,2,0,1,0,125,1,1
8903,2017-07-16,0,6,1,1,0,0,0,경기,군포시,0,0,2,1,3,0,0,126.94,37.3705,경기군포시,0,0,0,1,0,126,1,1
8911,2017-07-16,0,6,1,1,0,0,0,전북,군산시,0,0,0,0,0,0,0,126.7377,35.9692,전북군산시,0,0,0,1,0,166,1,1
8917,2017-07-17,1,0,1,1,0,0,0,경기,남양주시,0,0,0,2,4,0,0,127.1821,37.708,경기남양주시,0,0,0,0,0,70,1,1
8918,2017-07-17,1,0,1,1,0,0,0,충남,서산시,0,0,0,1,3,1,0,126.4593,36.7818,충남서산시,0,1,0,0,0,69,1,1
8919,2017-07-17,1,0,1,1,0,0,0,광주,남구,0,0,0,0,0,2,0,126.9004,35.1337,광주남구,0,2,0,0,0,190,1,1
8925,2017-07-18,0,1,1,1,0,0,0,강원,양양군,0,0,0,1,1,0,0,128.6284,38.0961,강원양양군,0,0,0,0,0,164,1,1
8931,2017-07-18,1,1,1,2,1,0,0,서울,서초구,0,0,1,0,0,0,0,126.9948,37.5015,서울서초구,0,0,0,0,0,214,1,0
8934,2017-07-18,1,1,1,1,0,0,0,경기,안양시,0,4,0,0,0,7,0,126.953,37.3867,경기안양시,0,7,0,0,0,151,0,0
8938,2017-07-18,0,1,1,1,0,0,0,경기,군포시,0,1,0,1,3,1,0,126.9368,37.3345,경기군포시,0,1,0,0,0,126,1,1
8939,2017-07-19,0,2,1,1,0,0,0,강원,춘천시,0,2,0,0,0,1,0,127.7613,37.8443,강원춘천시,0,1,0,0,0,111,1,1
8942,2017-07-19,1,2,1,1,0,0,0,전남,진도군,0,0,1,1,3,1,0,126.2805,34.4255,전남진도군,0,1,0,0,0,71,1,0
8947,2017-07-20,0,3,1,1,0,0,0,경기,평택시,0,0,2,1,3,0,0,127.1137,36.9947,경기평택시,0,0,0,0,0,14,1,1
8950,2017-07-20,0,3,1,1,0,0,0,강원,춘천시,0,0,1,1,2,1,0,127.7416,37.8901,강원춘천시,0,1,0,0,0,111,1,0
8951,2017-07-20,0,3,1,1,0,0,0,전북,고창군,0,3,0,0,0,1,0,126.5303,35.5054,전북고창군,0,1,0,0,0,219,0,0
8952,2017-07-20,1,3,1,1,0,0,0,경기,용인시,0,0,0,1,1,0,0,127.1129,37.1158,경기용인시,0,0,0,0,0,51,1,1
8961,2017-07-20,0,3,1,1,0,0,0,광주,서구,0,0,0,1,3,0,0,126.8858,35.1411,광주서구,0,0,0,0,0,222,1,1
8965,2017-07-21,1,4,1,1,0,0,0,전남,고흥군,0,0,0,0,0,3,0,127.1294,34.4732,전남고흥군,0,3,0,0,0,191,1,1
8966,2017-07-21,1,4,1,1,0,0,0,전북,정읍시,0,0,2,0,0,1,0,126.9033,35.6847,전북정읍시,0,1,0,0,0,12,1,1
8967,2017-07-21,1,4,1,1,0,0,0,경기,파주시,0,0,1,1,3,2,0,126.7495,37.7234,경기파주시,0,2,0,0,0,175,1,0
8969,2017-07-21,0,4,1,1,0,0,0,대구,북구,0,1,0,0,0,7,0,128.6169,35.9228,대구북구,0,7,0,0,0,112,1,1
8973,2017-07-22,0,5,1,2,0,1,0,서울,용산구,0,1,0,0,0,0,0,126.9865,37.5375,서울용산구,0,0,0,1,0,134,1,1
8974,2017-07-22,0,5,1,1,0,0,0,서울,서초구,0,0,0,0,0,0,0,127.023,37.5041,서울서초구,0,0,0,1,0,214,1,1
8976,2017-07-22,1,5,1,1,0,0,0,경남,통영시,0,1,0,1,2,3,0,128.3934,34.9034,경남통영시,0,3,0,1,0,212,1,1
8980,2017-07-22,0,5,1,1,0,0,0,강원,영월군,0,1,0,0,0,0,0,128.377,37.2153,강원영월군,0,0,0,1,0,114,1,1
8981,2017-07-22,0,5,1,1,0,0,0,서울,서초구,0,0,0,0,0,0,0,127.006,37.4952,서울서초구,0,0,0,1,0,214,1,1
8983,2017-07-23,0,6,1,1,0,0,0,제주,서귀포시,0,0,0,1,1,0,0,126.901,33.4741,제주서귀포시,0,0,0,1,0,62,1,1
8990,2017-07-23,0,6,1,1,0,0,0,전북,고창군,0,1,0,1,1,1,0,126.6064,35.4626,전북고창군,0,1,0,1,0,219,1,1
8991,2017-07-23,0,6,2,2,0,0,0,충남,보령시,0,3,0,0,0,0,0,126.5536,36.4874,충남보령시,0,0,0,1,0,136,0,0
8994,2017-07-24,0,0,1,1,0,0,0,경기,성남시,0,0,0,1,2,0,0,127.1268,37.4485,경기성남시,0,0,0,0,0,95,1,1
8996,2017-07-24,1,0,1,1,0,0,0,경기,연천군,0,0,0,1,1,1,0,127.0678,38.0248,경기연천군,0,1,0,0,0,106,1,1
8997,2017-07-24,1,0,1,1,0,0,0,전남,여수시,0,0,0,1,1,0,0,127.6731,34.7615,전남여수시,0,0,0,0,0,102,1,1
8999,2017-07-24,1,0,1,1,0,0,0,울산,중구,0,0,1,1,3,1,0,129.3205,35.555,울산중구,0,1,0,0,0,205,1,0
9001,2017-07-24,1,0,1,1,0,0,0,부산,사상구,0,0,0,1,2,1,0,128.9805,35.1906,부산사상구,0,1,0,0,0,120,1,1
9002,2017-07-24,0,0,1,1,0,0,0,대구,달서구,0,0,0,1,3,1,0,128.4918,35.8558,대구달서구,0,1,0,0,0,20,1,1
9004,2017-07-25,0,1,1,1,0,0,0,경기,수원시,0,0,2,1,2,0,0,126.9458,37.2739,경기수원시,0,0,0,0,0,99,1,1
9009,2017-07-25,1,1,1,1,0,0,0,경북,경주시,0,0,0,0,0,1,0,129.2016,35.8678,경북경주시,0,1,0,0,0,100,1,1
9010,2017-07-25,1,1,1,1,0,0,0,서울,양천구,0,2,0,0,0,0,0,126.8533,37.5134,서울양천구,0,0,0,0,0,140,1,1
9013,2017-07-25,0,1,1,1,0,0,0,서울,강서구,0,1,0,0,0,7,0,126.8702,37.5584,서울강서구,0,7,0,0,0,43,1,1
9017,2017-07-26,0,2,1,1,0,0,0,서울,영등포구,0,3,0,0,0,1,0,126.9011,37.5352,서울영등포구,0,1,0,0,0,150,0,0
9018,2017-07-26,0,2,1,1,0,0,0,서울,성북구,0,1,0,0,0,0,0,127.0221,37.6009,서울성북구,0,0,0,0,0,167,1,1
9026,2017-07-26,0,2,1,1,0,0,0,전북,익산시,0,0,0,1,1,0,0,126.896,36.0139,전북익산시,0,0,0,0,0,125,1,1
9028,2017-07-26,0,2,1,1,0,0,0,강원,강릉시,0,0,0,1,2,0,0,128.8441,37.837,강원강릉시,0,0,0,0,0,194,1,1
9029,2017-07-27,0,3,1,1,0,0,0,경북,김천시,0,0,0,0,0,0,0,128.2673,36.1567,경북김천시,0,0,0,0,0,76,1,1
9036,2017-07-27,0,3,1,1,0,0,0,경기,고양시,0,0,3,1,1,2,0,126.8302,37.6307,경기고양시,0,2,0,0,0,40,1,1
9039,2017-07-28,1,4,1,1,0,0,0,경기,구리시,0,0,0,0,0,0,0,127.133,37.6065,경기구리시,0,0,0,0,0,165,1,1
9041,2017-07-28,1,4,1,1,0,0,0,강원,횡성군,0,3,0,0,0,2,0,128.2525,37.5765,강원횡성군,0,2,0,0,0,31,0,0
9045,2017-07-29,0,5,1,1,0,0,0,경기,고양시,0,1,0,0,0,0,0,126.8492,37.6683,경기고양시,0,0,0,1,0,40,1,1
9046,2017-07-29,0,5,1,1,0,0,0,경남,김해시,0,0,2,1,2,0,0,128.904,35.2425,경남김해시,0,0,0,1,0,13,1,1
9047,2017-07-29,0,5,1,1,0,0,0,대전,서구,0,0,2,0,0,0,0,127.3969,36.3576,대전서구,0,0,0,1,0,4,1,1
9049,2017-07-29,0,5,1,1,0,0,0,서울,종로구,0,1,0,0,0,0,0,127.0107,37.571,서울종로구,0,0,0,1,0,116,1,1
9051,2017-07-29,1,5,1,1,0,0,0,경남,진주시,0,2,0,1,2,0,0,128.0835,35.1959,경남진주시,0,0,0,1,0,42,1,1
9052,2017-07-29,1,5,1,1,0,0,0,강원,원주시,0,1,0,0,0,0,0,127.9406,37.3531,강원원주시,0,0,0,1,0,36,1,1
9060,2017-07-30,0,6,1,1,0,0,0,강원,강릉시,0,1,0,1,3,0,0,128.9118,37.7496,강원강릉시,0,0,0,1,0,194,1,1
9062,2017-07-30,1,6,1,1,0,0,0,제주,제주시,0,0,0,0,0,1,0,126.2166,33.3751,제주제주시,0,1,0,1,0,90,1,1
9065,2017-07-30,1,6,1,2,1,0,0,경북,예천군,0,2,0,0,0,0,0,128.4669,36.8436,경북예천군,0,0,0,1,0,55,1,1
9066,2017-07-30,1,6,1,1,0,0,0,전북,진안군,0,0,0,0,0,1,0,127.3957,35.6877,전북진안군,0,1,0,1,0,192,1,1
9067,2017-07-30,0,6,1,1,0,0,0,울산,울주군,0,0,0,0,0,0,0,129.1964,35.4435,울산울주군,0,0,0,1,0,17,1,1
9071,2017-07-31,1,0,1,1,0,0,0,강원,동해시,0,0,0,1,1,0,0,129.1054,37.5518,강원동해시,0,0,0,0,0,210,1,1
9074,2017-07-31,1,0,1,1,0,0,0,경기,용인시,0,0,3,1,1,1,0,127.1146,37.3286,경기용인시,0,1,0,0,0,51,1,1
9076,2017-07-31,0,0,1,1,0,0,0,울산,중구,0,1,0,0,0,0,0,129.3399,35.5607,울산중구,0,0,0,0,0,205,1,1
9078,2017-07-31,0,0,1,1,0,0,0,대구,남구,0,0,0,1,1,0,0,128.6068,35.855,대구남구,0,0,0,0,0,145,1,1
9080,2017-08-01,0,1,1,1,0,0,0,인천,서구,0,2,0,1,3,0,0,126.6698,37.5412,인천서구,0,0,0,0,0,97,1,1
9081,2017-08-01,0,1,1,1,0,0,0,인천,남동구,0,0,3,1,3,0,0,126.7033,37.4678,인천남동구,0,0,0,0,0,29,1,1
9082,2017-08-01,1,1,1,2,0,1,0,경기,광주시,0,4,0,0,0,0,0,126.9883,37.3503,경기광주시,0,0,0,0,0,9,0,0
9086,2017-08-01,1,1,1,1,0,0,0,경기,파주시,0,0,0,1,2,2,0,126.7753,37.7657,경기파주시,0,2,0,0,0,175,1,1
9087,2017-08-01,1,1,1,1,0,0,0,서울,구로구,0,0,0,1,2,2,0,126.8519,37.4981,서울구로구,0,2,0,0,0,79,1,1
9090,2017-08-01,0,1,1,2,0,1,0,경기,평택시,0,0,0,0,0,1,0,127.0322,37.0157,경기평택시,0,1,0,0,0,14,1,1
9094,2017-08-02,0,2,1,1,0,0,0,충북,괴산군,0,0,0,0,0,0,0,127.7921,36.6333,충북괴산군,0,0,0,0,0,179,1,1
9095,2017-08-02,0,2,1,1,0,0,0,대구,중구,0,0,0,0,0,0,0,128.6045,35.8598,대구중구,0,0,0,0,0,178,1,1
9096,2017-08-03,0,3,1,1,0,0,0,서울,영등포구,0,2,0,0,0,1,0,126.8819,37.5247,서울영등포구,0,1,0,0,0,150,1,1
9097,2017-08-03,1,3,1,1,0,0,0,충남,예산군,0,1,2,0,0,0,0,126.8582,36.6845,충남예산군,0,0,0,0,0,187,1,1
9102,2017-08-03,1,3,1,1,0,0,0,경기,광명시,0,0,0,1,3,0,0,126.8727,37.4775,경기광명시,0,0,0,0,0,81,1,1
9105,2017-08-03,0,3,1,1,0,0,0,강원,강릉시,0,0,2,1,3,0,0,128.8921,37.7479,강원강릉시,0,0,0,0,0,194,1,1
9110,2017-08-04,1,4,1,1,0,0,0,전남,고흥군,0,2,0,1,1,1,0,127.2829,34.6091,전남고흥군,0,1,0,0,0,191,1,1
9112,2017-08-04,1,4,1,1,0,0,0,경기,안산시,0,0,0,1,1,0,0,126.8327,37.3193,경기안산시,0,0,0,0,0,2,1,1
9120,2017-08-05,0,5,1,1,0,0,0,경기,양주시,0,0,2,0,0,0,0,127.0475,37.8202,경기양주시,0,0,0,1,0,59,1,1
9122,2017-08-05,0,5,1,1,0,0,0,대전,동구,0,0,0,0,0,0,0,127.4447,36.3467,대전동구,0,0,0,1,0,80,1,1
9132,2017-08-05,0,5,1,1,0,0,0,경북,포항시,0,3,0,0,0,0,0,129.2536,36.0944,경북포항시,0,0,0,1,0,160,0,0
9133,2017-08-05,0,5,1,1,0,0,0,강원,평창군,0,0,0,0,0,0,0,128.4072,37.3972,강원평창군,0,0,0,1,0,24,1,1
9134,2017-08-05,0,5,1,1,0,0,0,강원,영월군,0,0,0,1,1,0,0,128.4879,37.1855,강원영월군,0,0,0,1,0,114,1,1
9135,2017-08-05,0,5,1,1,0,0,0,경남,창녕군,0,2,0,1,1,0,0,128.4816,35.3916,경남창녕군,0,0,0,1,0,211,1,1
9152,2017-08-07,0,0,1,1,0,0,0,대구,북구,0,1,0,0,0,1,0,128.6179,35.9221,대구북구,0,1,0,0,0,112,1,1
9157,2017-08-07,1,0,1,1,0,0,0,경기,화성시,0,2,0,0,0,1,0,126.8202,37.1124,경기화성시,0,1,0,0,0,50,1,1
9159,2017-08-07,1,0,1,1,0,0,0,경남,창원시(통합),0,0,0,0,0,2,0,128.5659,35.231,경남창원시(통합),0,2,0,0,0,86,1,1
9160,2017-08-07,0,0,1,1,0,0,0,충북,충주시,0,1,0,1,2,6,0,127.9768,36.9052,충북충주시,0,6,0,0,0,6,1,1
9161,2017-08-07,0,0,1,1,0,0,0,경기,화성시,0,0,0,0,0,0,0,126.8181,37.2148,경기화성시,0,0,0,0,0,50,1,1
9162,2017-08-08,0,1,1,1,0,0,0,부산,동래구,0,0,0,0,0,0,0,129.0855,35.2194,부산동래구,0,0,0,0,0,216,1,1
9163,2017-08-08,0,1,1,1,0,0,0,강원,원주시,0,0,0,1,3,0,0,127.9545,37.3474,강원원주시,0,0,0,0,0,36,1,1
9167,2017-08-08,1,1,1,1,0,0,0,경남,밀양시,0,0,3,0,0,1,0,128.7382,35.5048,경남밀양시,0,1,0,0,0,177,1,1
9169,2017-08-08,1,1,1,1,0,0,0,경북,포항시,0,2,0,0,0,0,0,129.3818,36.235,경북포항시,0,0,0,0,0,160,1,1
9170,2017-08-08,1,1,1,1,0,0,0,경남,창원시(통합),0,1,0,1,1,5,0,128.5669,35.1951,경남창원시(통합),0,5,0,0,0,86,1,1
9185,2017-08-10,0,3,1,1,0,0,0,경기,파주시,0,1,0,0,0,0,0,126.8313,37.9305,경기파주시,0,0,0,0,0,175,1,1
9188,2017-08-10,1,3,1,2,0,0,1,경기,군포시,0,0,0,0,0,0,0,126.9252,37.3358,경기군포시,0,0,0,0,0,126,1,1
9191,2017-08-10,1,3,1,1,0,0,0,경남,사천시,0,2,5,0,0,2,0,128.0769,34.932,경남사천시,0,2,0,0,0,57,1,1
9193,2017-08-10,0,3,1,1,0,0,0,서울,동대문구,0,0,0,0,0,2,0,126.9784,37.5666,서울동대문구,0,2,0,0,0,201,1,1
9194,2017-08-11,0,4,1,1,0,0,0,대전,서구,0,0,0,1,2,0,0,127.3795,36.3559,대전서구,0,0,0,0,0,4,1,1
9195,2017-08-11,0,4,1,1,0,0,0,충북,제천시,0,1,0,1,2,0,0,128.2148,37.1489,충북제천시,0,0,0,0,0,103,1,1
9196,2017-08-11,0,4,1,1,0,0,0,인천,남동구,0,0,2,0,0,0,0,126.7168,37.4561,인천남동구,0,0,0,0,0,29,1,1
9200,2017-08-11,1,4,1,1,0,0,0,경남,통영시,0,0,0,0,0,0,0,128.4116,34.9151,경남통영시,0,0,0,0,0,212,1,1
9201,2017-08-11,1,4,1,1,0,0,0,충남,태안군,0,0,0,1,1,1,0,126.3937,36.4426,충남태안군,0,1,0,0,0,169,1,1
9203,2017-08-11,0,4,1,1,0,0,0,경북,성주군,0,1,0,0,0,1,0,128.2878,35.8839,경북성주군,0,1,0,0,0,168,1,1
9204,2017-08-11,0,4,1,1,0,0,0,강원,철원군,0,0,0,0,0,0,0,127.419,38.2495,강원철원군,0,0,0,0,0,184,1,1
9206,2017-08-11,0,4,1,1,0,0,0,인천,남구,0,0,0,0,0,0,0,126.6487,37.4391,인천남동구,0,0,0,0,0,29,1,1
9207,2017-08-12,0,5,1,1,0,0,0,경기,성남시,0,0,0,0,0,3,0,127.1277,37.4332,경기성남시,0,3,0,1,0,95,1,1
9209,2017-08-12,0,5,1,1,0,0,0,제주,제주시,0,0,0,0,0,0,0,126.536,33.4924,제주제주시,0,0,0,1,0,90,1,1
