발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,발생지,사고피해정도,사고차량타입,도시여부,주말/공휴일,인구수,발생지번호
2016-09-08,주간,목,1,9,8,0,0,전북,정읍시,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,승용차,126.7846,35.5937,전북정읍시,2,화물차승용차,0,0,0,12
2016-04-12,야간,화,2,6,4,0,0,충북,충주시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.9682,37.0934,충북충주시,2,화물차승용차,0,0,0,6
2016-07-03,주간,일,1,8,4,3,0,대구,수성구,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,128.6171,35.8095,대구수성구,2,승용차승용차,0,1,0,37
2016-04-11,주간,월,1,12,2,7,2,경북,칠곡군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,128.3887,36.0126,경북칠곡군,2,승합차없음,0,0,0,21
2016-04-16,주간,토,1,8,7,0,0,강원,삼척시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,129.0623,37.2651,강원삼척시,2,승용차승합차,0,1,0,78
2016-07-02,주간,토,1,9,3,5,0,강원,삼척시,차대차,추돌,과속,단일로,기타단일로,승용차,승용차,129.1201,37.4548,강원삼척시,2,승용차승용차,0,1,0,78
2016-07-12,주간,화,2,7,5,0,0,경북,칠곡군,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,128.506,36.0503,경북칠곡군,2,승합차없음,0,0,0,21
2016-07-11,주간,월,2,8,5,1,0,강원,정선군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,128.645,37.4312,강원정선군,2,화물차승용차,0,0,0,198
2016-06-09,주간,목,1,9,4,4,0,경남,창원시(통합),차대차,기타,신호위반,교차로,교차로부근,승용차,승용차,128.5634,35.2107,경남창원시(통합),2,승용차승용차,0,0,0,86
2016-07-31,주간,일,3,25,13,8,1,부산,해운대구,차대차,추돌,신호위반,교차로,교차로내,승용차,승용차,129.1741,35.172,부산해운대구,2,승용차승용차,0,1,0,1
2016-05-20,야간,금,1,14,2,11,0,충남,서산시,차대차,정면충돌,중앙선 침범,기타,기타,승합차,승합차,126.5055,36.7862,충남서산시,2,승합차승합차,0,0,0,69
2016-07-15,야간,금,1,7,6,0,0,경기,안산시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,126.8561,37.2844,경기안산시,2,화물차승용차,0,0,0,2
2016-05-24,주간,화,1,8,3,4,0,경기,파주시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,126.8131,37.888,경기파주시,2,화물차승용차,0,0,0,175
2016-08-09,주간,화,1,9,6,2,0,전남,순천시,차대차,기타,신호위반,교차로,교차로내,승용차,화물차,127.4219,35.0894,전남순천시,2,승용차화물차,0,0,0,27
2016-08-14,주간,일,1,27,8,18,0,전남,여수시,차대차,정면충돌,안전운전 의무 불이행,단일로,터널안,화물차,승용차,127.7488,34.763,전남여수시,2,화물차승용차,0,1,0,102
2016-02-27,주간,토,2,9,7,0,0,경기,가평군,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,화물차,127.3842,37.6976,경기가평군,2,승용차화물차,0,1,0,176
2016-02-26,야간,금,1,17,9,7,0,경북,포항시,차대차,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,화물차,승합차,129.3461,36.1229,경북포항시,2,화물차승합차,0,0,0,160
2016-02-08,주간,월,1,7,4,2,0,경북,경주시,차대차,기타,중앙선 침범,단일로,기타단일로,화물차,승용차,129.0998,35.8476,경북경주시,2,화물차승용차,0,1,0,100
2016-03-11,주간,금,1,7,6,0,0,경기,안산시,차대차,측면직각충돌,직진 및 우회전차의 통행방해,교차로,교차로내,승합차,특수차,126.6058,37.2394,경기안산시,2,승합차특수차,0,0,0,2
2016-06-28,야간,화,3,6,2,1,0,경기,광주시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,127.3202,37.3543,경기광주시,2,승용차건설기계,0,0,0,9
2016-06-22,주간,수,2,8,2,2,2,충북,보은군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,화물차,127.6271,36.4755,충북보은군,2,특수차화물차,0,0,0,32
2016-10-01,주간,토,1,8,3,4,0,경북,문경시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,화물차,128.1116,36.6938,경북문경시,2,건설기계화물차,0,1,0,74
2016-05-07,주간,토,1,11,3,7,0,충남,논산시,차대차,추돌,안전운전 의무 불이행,기타,기타,승용차,승용차,127.0806,36.1028,충남논산시,2,승용차승용차,0,1,0,61
2016-03-11,주간,금,1,10,4,5,0,경북,문경시,차대차,추돌,안전거리 미확보,단일로,터널안,승용차,승용차,128.1322,36.664,경북문경시,2,승용차승용차,0,0,0,74
2016-05-16,주간,월,4,6,2,0,0,경남,함안군,차대차,추돌,안전거리 미확보,단일로,터널안,승합차,승합차,128.5762,35.2893,경남함안군,2,승합차승합차,0,0,0,117
2016-12-09,야간,금,1,8,2,5,0,경기,여주시,차대차,측면직각충돌,안전거리 미확보,단일로,교량위,화물차,화물차,127.5871,37.2442,경기여주시,2,화물차화물차,0,0,0,22
2016-10-24,주간,월,1,14,1,12,0,경기,용인시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,127.1039,37.266,경기용인시,2,승합차승합차,0,0,0,51
2016-02-07,주간,일,2,13,4,7,0,경기,평택시,차대차,측면직각충돌,신호위반,교차로,교차로내,승합차,화물차,127.0634,37.0926,경기평택시,2,승합차화물차,0,1,0,14
2016-01-19,주간,화,1,17,2,13,1,전북,전주시,차대차,추돌,안전운전 의무 불이행,기타,기타,승용차,화물차,127.0624,35.8738,전북전주시,2,승용차화물차,0,0,0,11
2016-07-17,주간,일,4,43,13,26,0,강원,평창군,차대차,추돌,안전운전 의무 불이행,단일로,터널안,승합차,승용차,128.3935,37.5736,강원평창군,2,승합차승용차,0,1,0,24
2016-01-07,주간,목,2,11,2,3,4,인천,중구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,126.5338,37.5155,인천중구,2,승합차승용차,0,0,0,72
2016-11-02,주간,수,3,14,6,5,0,충남,보령시,차대차,정면충돌,신호위반,교차로,교차로내,승용차,승합차,126.5868,36.3403,충남보령시,2,승용차승합차,0,0,0,136
2016-10-05,주간,수,2,7,3,2,0,경기,용인시,차대사람,보도통행중,기타(운전자법규위반),단일로,기타단일로,화물차,보행자,127.1933,37.2354,경기용인시,2,화물차보행자,0,0,0,51
2016-10-01,야간,토,1,8,4,3,0,충북,청주시,차량단독,도로이탈,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,127.5116,36.6563,충북청주시,2,화물차없음,0,1,0,83
2016-09-03,야간,토,5,5,0,0,0,대구,달성군,차량단독,전도전복,과속,단일로,기타단일로,승용차,없음,128.4367,35.7189,대구달성군,2,승용차없음,0,1,0,30
2016-08-09,주간,화,4,6,2,0,0,충북,음성군,차대차,측면직각충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,127.6979,36.9288,충북음성군,2,승용차승용차,0,0,0,110
2016-01-19,주간,화,1,8,2,5,0,전북,정읍시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,126.8656,35.6024,전북정읍시,2,화물차승용차,0,0,0,12
2016-01-11,주간,월,1,7,4,2,0,강원,태백시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승합차,129.0033,37.1279,강원태백시,2,화물차승합차,0,0,0,215
2016-01-01,주간,금,1,67,4,62,0,전남,곡성군,차대차,추돌,안전거리 미확보,단일로,기타단일로,승합차,승합차,127.2203,35.2278,전남곡성군,2,승합차승합차,0,1,0,147
2016-12-21,야간,수,1,12,0,8,3,경기,군포시,차대사람,기타,신호위반,교차로,교차로내,승합차,보행자,126.9291,37.3604,경기군포시,2,승합차보행자,0,0,0,126
2016-05-25,야간,수,2,10,1,5,2,경기,화성시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,126.8852,37.2573,경기화성시,2,화물차특수차,0,0,0,50
2016-11-06,야간,일,1,8,3,4,0,경기,광주시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.3052,37.4096,경기광주시,2,승용차승용차,0,1,0,9
2016-12-27,주간,화,1,9,5,3,0,경북,영덕군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,129.3661,36.3855,경북영덕군,2,승용차승용차,0,0,0,54
2016-11-06,주간,일,4,44,22,17,1,대전,대덕구,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,127.42,36.4068,대전대덕구,2,승용차승합차,0,1,0,77
2016-12-18,야간,일,1,9,1,7,0,인천,남동구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,126.727,37.4592,인천남동구,2,화물차승합차,0,1,0,29
2016-11-15,주간,화,1,11,4,6,0,경북,영주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,128.6831,36.8517,경북영주시,2,승용차승용차,0,0,0,113
2016-10-01,야간,토,3,9,2,4,0,대구,달서구,차대차,측면직각충돌,신호위반,교차로,교차로내,승용차,승용차,128.5298,35.8261,대구달서구,2,승용차승용차,0,1,0,20
2016-09-15,야간,목,1,12,2,9,0,전남,영광군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,농기계,승용차,126.4879,35.2974,전남영광군,2,농기계승용차,0,1,0,127
2016-01-23,야간,토,1,10,5,3,1,인천,남동구,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,126.7024,37.4641,인천남동구,2,승용차화물차,0,1,0,29
2016-08-06,주간,토,1,9,1,7,0,경기,남양주시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,127.3228,37.6317,경기남양주시,2,승용차화물차,0,1,0,70
2016-08-16,야간,화,1,10,2,7,0,경기,광주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.3153,37.3849,경기광주시,2,승용차승용차,0,0,0,9
2016-03-29,주간,화,4,19,11,4,0,전북,임실군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,127.3257,35.5915,전북임실군,2,화물차승합차,0,0,0,152
2016-10-13,야간,목,10,19,8,1,0,울산,울주군,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,129.1312,35.5711,울산울주군,2,승합차없음,0,0,0,17
2016-08-09,주간,화,1,13,7,5,0,충북,충주시,차대차,추돌,과속,단일로,기타단일로,화물차,승용차,127.7483,37.042,충북충주시,2,화물차승용차,0,0,0,6
2015-01-07,주간,수,1,8,7,0,0,경기,고양시,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,화물차,승용차,126.8578,37.6263,경기고양시,2,화물차승용차,0,0,0,40
2015-01-13,주간,화,1,9,5,3,0,울산,남구,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,129.3005,35.5185,울산남구,2,화물차화물차,0,0,0,213
2015-01-19,야간,월,4,6,1,1,0,강원,인제군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.0658,37.9457,강원인제군,2,승용차없음,0,0,0,124
2015-02-04,야간,수,1,8,3,4,0,충남,천안시,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,127.1553,36.8498,충남천안시,2,승용차승용차,0,0,0,63
2015-02-06,주간,금,1,8,3,4,0,광주,북구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,126.915,35.1829,광주북구,2,승용차화물차,0,0,0,137
2015-02-11,주간,수,1,37,18,18,0,인천,서구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,126.5911,37.5477,인천서구,2,승용차승용차,0,0,0,97
2015-02-11,주간,수,1,24,4,19,0,인천,서구,차대차,추돌,안전운전 의무 불이행,단일로,교량위,승용차,승용차,126.5947,37.5488,인천서구,2,승용차승용차,0,0,0,97
2015-02-17,주간,화,2,13,4,7,0,제주,제주시,차대차,기타,과속,교차로,교차로내,승합차,승용차,126.4464,33.4815,제주제주시,2,승합차승용차,0,0,0,90
2015-02-19,주간,목,1,31,7,21,2,서울,강북구,차대차,추돌,신호위반,교차로,교차로내,승용차,승합차,127.0279,37.6217,서울강북구,2,승용차승합차,0,1,0,200
2015-02-21,주간,토,1,7,5,0,1,제주,서귀포시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.3718,33.2786,제주서귀포시,2,승용차승용차,0,1,0,62
2015-03-13,주간,금,1,8,6,1,0,경남,진주시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,128.096,35.2582,경남진주시,2,화물차없음,0,0,0,42
2015-03-20,주간,금,1,8,5,2,0,경북,구미시,차대차,추돌,안전거리 미확보,단일로,터널안,화물차,승용차,128.2232,36.3061,경북구미시,2,화물차승용차,0,0,0,144
2015-03-20,주간,금,1,16,7,8,0,충북,청주시,차대차,정면충돌,신호위반,교차로,교차로내,화물차,승합차,127.5149,36.6405,충북청주시,2,화물차승합차,0,0,0,83
2015-03-26,주간,목,1,7,6,0,0,경기,화성시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,승용차,126.8883,37.2417,경기화성시,2,특수차승용차,0,0,0,50
2015-04-13,주간,월,1,9,1,7,0,경기,평택시,차대차,기타,안전거리 미확보,교차로,교차로부근,화물차,승용차,126.9128,36.9504,경기평택시,2,화물차승용차,0,0,0,14
2015-04-18,주간,토,1,27,17,9,0,충남,당진시,차대차,측면충돌,과속,교차로,교차로내,승용차,승합차,126.6194,36.9707,충남당진시,2,승용차승합차,0,1,0,46
2015-04-28,주간,화,2,15,1,12,0,부산,북구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,129.0298,35.2107,부산북구,2,승용차승합차,0,0,0,118
2015-04-28,주간,화,1,31,8,22,0,서울,양천구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,126.8754,37.5542,서울양천구,2,승합차승합차,0,0,0,140
2015-05-01,주간,금,1,7,4,2,0,강원,횡성군,차대차,추돌,안전운전 의무 불이행,단일로,터널안,승용차,승용차,128.2911,37.5321,강원횡성군,2,승용차승용차,0,0,0,31
2015-05-03,주간,일,1,14,4,9,0,경남,김해시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,128.8198,35.1878,경남김해시,2,화물차승합차,0,1,0,13
2015-05-09,주간,토,3,12,9,0,0,경남,창녕군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,128.6253,35.4289,경남창녕군,2,승합차없음,0,1,0,211
2015-05-27,야간,수,2,7,5,0,0,충남,금산군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승합차,화물차,127.4736,36.1226,충남금산군,2,승합차화물차,0,0,0,68
2015-05-31,주간,일,1,14,7,6,0,경북,영덕군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승합차,승용차,129.2149,36.4628,경북영덕군,2,승합차승용차,0,1,0,54
2015-06-03,주간,수,1,19,11,7,0,경남,합천군,차대차,측면충돌,신호위반,교차로,교차로내,승합차,화물차,128.2677,35.5572,경남합천군,2,승합차화물차,0,0,0,133
2015-06-04,야간,목,1,8,2,5,0,강원,원주시,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승합차,127.958,37.3174,강원원주시,2,승용차승합차,0,0,0,36
2015-06-06,주간,토,1,8,7,0,0,경북,영천시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,129.0694,36.0035,경북영천시,2,화물차화물차,0,1,0,5
2015-06-24,주간,수,1,15,3,11,0,강원,정선군,차대차,정면충돌,신호위반,기타,기타,승합차,건설기계,128.8339,37.2136,강원정선군,2,승합차건설기계,0,0,0,198
2015-06-30,야간,화,1,7,5,1,0,경남,함안군,차량단독,도로이탈,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,128.3375,35.2915,경남함안군,2,승합차없음,0,0,0,117
2015-07-10,야간,금,1,8,6,1,0,전북,전주시,차대차,측면충돌,신호위반,교차로,교차로내,승합차,승용차,127.1106,35.8509,전북전주시,2,승합차승용차,0,0,0,11
2015-07-14,야간,화,2,8,5,1,0,대구,수성구,차대차,측면충돌,신호위반,교차로,교차로부근,승용차,승용차,128.6125,35.8408,대구수성구,2,승용차승용차,0,0,0,37
2015-07-18,야간,토,5,6,1,0,0,전북,남원시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,127.5672,35.4822,전북남원시,2,화물차화물차,0,1,0,193
2015-07-29,주간,수,1,15,5,8,1,부산,서구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,승용차,129.0182,35.0789,부산서구,2,건설기계승용차,0,0,0,226
2015-07-31,주간,금,2,60,54,4,0,경남,거제시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,128.5723,34.8976,경남거제시,2,승합차없음,0,0,0,15
2015-08-01,주간,토,1,12,2,9,0,인천,남동구,차대차,측면충돌,중앙선 침범,단일로,기타단일로,건설기계,승용차,126.7016,37.4532,인천남동구,2,건설기계승용차,0,1,0,29
2015-08-01,야간,토,1,7,5,0,1,경기,포천시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.2043,38.0649,경기포천시,2,승용차승용차,0,1,0,171
2015-08-02,야간,일,1,8,6,1,0,충남,서천군,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,승합차,126.6406,36.1087,충남서천군,2,승용차승합차,0,1,0,10
2015-08-05,주간,수,3,9,5,1,0,전북,고창군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,126.5038,35.4513,전북고창군,2,승용차승합차,0,0,0,219
2015-08-07,주간,금,2,6,4,0,0,경기,남양주시,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.2725,37.6121,경기남양주시,2,승용차승용차,0,0,0,70
2015-08-21,야간,금,1,9,8,0,0,경기,안성시,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,화물차,127.2923,37.0113,경기안성시,2,승용차화물차,0,0,0,23
2015-08-29,주간,토,1,7,4,2,0,전북,익산시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.0761,35.9894,전북익산시,2,화물차화물차,0,1,0,125
2015-09-01,주간,화,8,8,0,0,0,충북,충주시,차대차,측면충돌,신호위반,교차로,교차로내,승합차,건설기계,127.8238,37.0184,충북충주시,2,승합차건설기계,0,0,0,6
2015-09-07,야간,월,1,13,3,9,0,경북,경주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,129.1917,35.7835,경북경주시,2,승합차화물차,0,0,0,100
2015-09-23,야간,수,2,51,21,17,11,서울,강서구,차대차,추돌,신호위반,교차로,교차로내,승합차,승합차,126.8165,37.5608,서울강서구,2,승합차승합차,0,0,0,43
2015-09-27,주간,일,2,9,7,0,0,경북,고령군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,128.3432,35.7493,경북고령군,2,승용차승용차,0,1,0,220
2015-10-09,주간,금,4,23,3,13,3,경북,포항시,차대차,측면충돌,서행 및 일시정지위반,교차로,교차로내,승합차,승합차,129.4089,36.097,경북포항시,2,승합차승합차,0,1,0,160
2015-10-26,주간,월,1,21,3,15,2,경북,상주시,차대차,기타,안전운전 의무 불이행,단일로,터널안,화물차,화물차,128.2218,36.3099,경북상주시,2,화물차화물차,0,0,0,58
2015-10-26,야간,월,1,9,2,6,0,경기,하남시,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승합차,127.1668,37.5443,경기하남시,2,승용차승합차,0,0,0,67
2015-11-07,주간,토,1,7,6,0,0,전남,고흥군,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.121,34.4874,전남고흥군,2,승용차승용차,0,1,0,191
2015-11-07,주간,토,1,10,4,5,0,경북,영덕군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,129.4063,36.5083,경북영덕군,2,승합차승용차,0,1,0,54
2015-11-16,야간,월,1,14,6,7,0,경북,영주시,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,승합차,128.7169,36.7195,경북영주시,2,화물차승합차,0,0,0,113
2015-11-18,야간,수,1,7,4,2,0,전남,장성군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,126.8077,35.3273,전남장성군,2,승합차화물차,0,0,0,146
2015-11-22,야간,일,1,18,6,10,1,경기,고양시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승합차,승용차,126.7968,37.6363,경기고양시,2,승합차승용차,0,1,0,40
2015-11-30,주간,월,3,11,6,2,0,경남,고성군,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,승합차,128.194,34.9404,경남고성군,2,화물차승합차,0,0,0,87
2015-12-02,야간,수,2,6,4,0,0,전북,김제시,차대차,측면충돌,신호위반,교차로,교차로내,화물차,승용차,126.9055,35.8053,전북김제시,2,화물차승용차,0,0,0,34
2015-12-05,야간,토,2,8,6,0,0,충남,논산시,차대차,정면충돌,과속,단일로,기타단일로,승용차,화물차,127.0548,36.1734,충남논산시,2,승용차화물차,0,1,0,61
2015-12-06,야간,일,1,12,2,9,0,강원,양양군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,128.7176,37.9959,강원양양군,2,승합차화물차,0,1,0,164
2015-12-12,야간,토,4,7,3,0,0,경기,고양시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.8416,37.6075,경기고양시,2,승용차승용차,0,1,0,40
2015-12-12,주간,토,1,34,13,16,4,경기,성남시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,127.0979,37.4066,경기성남시,2,승합차승합차,0,1,0,95
2015-12-19,주간,토,2,11,4,5,0,전남,담양군,차대차,기타,과속,단일로,기타단일로,승용차,승용차,126.9567,35.2262,전남담양군,2,승용차승용차,0,1,0,181
2015-12-19,야간,토,1,10,6,3,0,경기,용인시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,127.0952,37.1283,경기용인시,2,승합차승용차,0,1,0,51
2015-12-29,주간,화,1,8,3,4,0,경남,사천시,차대차,정면충돌,신호위반,교차로,교차로내,승합차,승용차,128.1571,35.0359,경남사천시,2,승합차승용차,0,0,0,57
2015-12-30,야간,수,1,8,3,4,0,대전,유성구,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,127.3205,36.3044,대전유성구,2,승용차승용차,0,0,0,148
2015-12-31,야간,목,1,7,4,2,0,전남,무안군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.4877,34.9995,전남무안군,2,승용차없음,0,0,0,101
2012-05-22,주간,화,1,8,6,1,0,경기,평택시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,126.8679,36.9654,경기평택시,2,화물차화물차,0,0,0,14
2012-05-13,주간,일,1,12,8,1,2,충남,천안시,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,127.1888,36.9122,충남천안시,2,승합차없음,0,1,0,63
2012-11-11,주간,일,2,8,0,6,0,경기,시흥시,차대차,측면직각충돌,안전거리 미확보,단일로,기타단일로,승합차,승용차,126.8682,37.3691,경기시흥시,2,승합차승용차,0,1,0,73
2012-04-09,야간,월,1,10,4,5,0,충남,청양군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,126.9397,36.3684,충남청양군,2,승합차화물차,0,0,0,174
2012-11-24,야간,토,5,6,1,0,0,경기,안성시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,127.1357,37.0613,경기안성시,2,승합차승용차,0,1,0,23
2012-05-07,주간,월,1,28,12,15,0,경남,양산시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,129.0336,35.3309,경남양산시,2,승합차승용차,0,0,0,49
2012-07-05,주간,목,5,10,3,2,0,경기,화성시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,126.9736,37.1826,경기화성시,2,승합차승용차,0,0,0,50
2012-11-14,주간,수,1,9,8,0,0,경기,의왕시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,126.9955,37.3857,경기의왕시,2,승용차승합차,0,0,0,199
2012-03-27,주간,화,4,9,5,0,0,경기,남양주시,차대차,추돌,안전운전 의무 불이행,단일로,터널안,승합차,화물차,127.3496,37.6342,경기남양주시,2,승합차화물차,0,0,0,70
2012-01-07,주간,토,3,7,2,2,0,충남,천안시,차대차,측면직각충돌,교차로 통행방법 위반,교차로,교차로내,화물차,승용차,127.1216,36.8341,충남천안시,2,화물차승용차,0,1,0,63
2012-11-03,야간,토,1,22,6,12,3,경북,예천군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,128.5364,36.6565,경북예천군,2,승합차화물차,0,1,0,55
2012-05-01,야간,화,1,8,5,2,0,경기,안양시,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,126.8841,37.4063,경기안양시,2,승합차없음,0,1,0,151
2012-04-13,야간,금,2,11,3,6,0,경북,상주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,승용차,128.2199,36.3679,경북상주시,2,특수차승용차,0,0,0,58
2012-05-25,야간,금,1,8,7,0,0,경북,상주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,128.2167,36.3682,경북상주시,2,화물차승용차,0,0,0,58
2012-10-17,주간,수,2,14,11,0,1,경남,진주시,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,128.0469,35.1765,경남진주시,2,승합차보행자,0,0,0,42
2012-07-01,야간,일,1,9,4,4,0,충남,천안시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,127.189,36.8791,충남천안시,2,승합차승용차,0,1,0,63
2012-03-06,주간,화,3,7,2,2,0,경기,이천시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.4301,37.2351,경기이천시,2,화물차승용차,0,0,0,41
2012-08-30,주간,목,1,11,3,7,0,전남,장성군,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,126.8068,35.4014,전남장성군,2,승합차보행자,0,0,0,146
2012-06-22,주간,금,3,8,4,1,0,전북,남원시,차량단독,도로이탈,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,127.5668,35.4822,전북남원시,2,승합차없음,0,0,0,193
2012-07-26,야간,목,4,14,1,8,1,경기,성남시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,127.0649,37.3959,경기성남시,2,승합차승용차,0,0,0,95
2012-02-15,야간,수,1,12,10,1,0,충북,음성군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,127.6525,37.1407,충북음성군,2,승합차화물차,0,0,0,110
2012-01-01,야간,일,2,12,9,1,0,경기,포천시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.1483,37.8269,경기포천시,2,승용차승용차,0,1,0,171
2012-04-30,주간,월,1,11,0,10,0,경기,이천시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.4247,37.2437,경기이천시,2,화물차승용차,0,0,0,41
